abfe_package_version,sampen_package_version,sampling_frequency_hz,manifest_window_count,input_windows_selected,windows_successfully_processed,windows_with_abfe_diagnostics_or_failures,windows_with_sampen_failures,sampen_completed_windows,sampen_not_run_windows,sampen_failed_windows,abfe_feature_names,sampen_scalar_names,welch_window_length_seconds,welch_overlap_seconds,welch_detrend,welch_scaling,welch_window,sampen_embedding_dimension,sampen_profile_enabled,sampen_benchmark_seconds,total_execution_seconds
0.2.0.dev0,0.1.0,125.0,1291,1291,1291,0,0,1291,0,0,minimum|maximum|sum_value|mean|median|standard_deviation|variance|kurtosis|skewness|mean_absolute_value|root_mean_square|peak_to_peak|integrated_absolute_value|waveform_length|zero_crossing_count|slope_sign_change_count|approximate_entropy|permutation_entropy|fuzzy_entropy|distribution_entropy|svd_entropy|lempel_ziv_complexity|hjorth_mobility|hjorth_complexity|fisher_information|petrosian_fractal_dimension|katz_fractal_dimension|higuchi_fractal_dimension|detrended_fluctuation_analysis|peak_frequency|mean_frequency|median_frequency|spectral_edge_frequency_95|spectral_entropy,n_r_points|TotalSampEn|AvgSampEn|MaxSampEn|MinSampEn|MedianSampEn|StdSampEn|VarSampEn|KurtosisSampEn|SkewnessSampEn|r_at_MaxSampEn|r_at_MinSampEn|AUC_SampEn|ProfileRange,2.0,1.0,constant,density,hann,2,True,17.428175000008196,26196.057413375005
