evaluation_mode,normalization,classifier,removed_feature,retained_feature,pruning_count,pruning_frequency_out_of_20_folds,mean_absolute_spearman_correlation,median_absolute_spearman_correlation,minimum_absolute_spearman_correlation,maximum_absolute_spearman_correlation
native_rows,none,extra_trees,root_mean_square,mean_absolute_value,19,0.95,0.9151768928889086,0.915708365880648,0.902417935285316,0.940754405605345
native_rows,none,extra_trees,slope_sign_change_count,permutation_entropy,6,0.3,0.9983958586151664,0.9983987964348562,0.998307994691024,0.9985181800520634
native_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,20,1.0,0.9650223606752759,0.9645540543366823,0.9581699522451894,0.9745685796380807
native_rows,none,logistic_regression,hjorth_complexity,median_frequency,16,0.8,0.9294581312788743,0.9280073694267793,0.9214792054860949,0.9491332324120512
native_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,15,0.75,0.9091151932131414,0.9068157303804596,0.900001543570047,0.938634486247764
native_rows,none,logistic_regression,median_frequency,hjorth_complexity,3,0.15,0.927724770603597,0.93054011446841,0.9214730477275598,0.9311611496148214
native_rows,none,logistic_regression,permutation_entropy,slope_sign_change_count,5,0.25,0.9982811599533701,0.9983338775857225,0.9981841914747264,0.9983462492791806
native_rows,none,logistic_regression,root_mean_square,mean_absolute_value,19,0.95,0.9151768928889086,0.915708365880648,0.902417935285316,0.940754405605345
native_rows,none,logistic_regression,slope_sign_change_count,permutation_entropy,6,0.3,0.9983958586151664,0.9983987964348562,0.998307994691024,0.9985181800520634
native_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,20,1.0,0.9650223606752759,0.9645540543366823,0.9581699522451894,0.9745685796380807
native_rows,none,random_forest,hjorth_complexity,median_frequency,16,0.8,0.9294581312788743,0.9280073694267793,0.9214792054860949,0.9491332324120512
native_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,15,0.75,0.9091151932131414,0.9068157303804596,0.900001543570047,0.938634486247764
native_rows,none,random_forest,median_frequency,hjorth_complexity,3,0.15,0.927724770603597,0.93054011446841,0.9214730477275598,0.9311611496148214
native_rows,none,random_forest,permutation_entropy,slope_sign_change_count,5,0.25,0.9982811599533701,0.9983338775857225,0.9981841914747264,0.9983462492791806
native_rows,none,random_forest,root_mean_square,mean_absolute_value,19,0.95,0.9151768928889086,0.915708365880648,0.902417935285316,0.940754405605345
native_rows,none,random_forest,slope_sign_change_count,permutation_entropy,6,0.3,0.9983958586151664,0.9983987964348562,0.998307994691024,0.9985181800520634
native_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,20,1.0,0.9650223606752759,0.9645540543366823,0.9581699522451894,0.9745685796380807
