source_feature_audit_rows,expected_feature_audit_rows,source_model_runs,expected_model_runs,fold_count,frozen_feature_count,feature_stability_rows,expected_feature_stability_rows,pairwise_similarity_rows,expected_pairwise_similarity_rows,configuration_summary_rows,primary_comparison_rows,all_feature_audit_keys_unique,all_model_runs_have_34_features,all_stage_status_relationships_valid,all_configurations_have_20_folds,all_pairwise_comparison_counts_valid,all_outputs_finite_where_expected
16320,16320,480,480,20,34,816,816,4560,4560,24,34,True,True,True,True,True,True
