outer_fold_patient_id,evaluation_mode,normalization,classifier,feature_name,initial_frozen_order,ranking_position,model_input_position,feature_importance,survived_variance_filter,survived_top_k,survived_correlation_pruning,removed_at_stage
906,common_rows,none,random_forest,StdSampEn,31,19,14.0,0.027026219873045938,True,True,True,retained
906,common_rows,none,random_forest,KurtosisSampEn,32,32,,0.017721517103086247,True,False,False,top_k
906,common_rows,none,random_forest,SkewnessSampEn,33,27,,0.021901563808601653,True,False,False,top_k
906,common_rows,none,random_forest,AUC_SampEn,34,3,3.0,0.04771079011601473,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,minimum,1,23,,0.019559779185325758,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,maximum,2,27,,0.015190956840600069,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,mean,3,34,,0.0072176674802635205,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,median,4,1,1.0,0.06899554381878872,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,kurtosis,5,5,5.0,0.05047087307332942,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,skewness,6,20,17.0,0.024447723746735178,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,mean_absolute_value,7,8,7.0,0.03742732599227782,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,root_mean_square,8,13,10.0,0.030294213172495085,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,peak_to_peak,9,28,,0.014844349255567421,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,waveform_length,10,4,4.0,0.058684924045396804,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,zero_crossing_count,11,29,,0.014799888398421841,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,slope_sign_change_count,12,19,16.0,0.026760981501091654,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,approximate_entropy,13,11,9.0,0.032593285911252726,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,permutation_entropy,14,22,,0.0215112364364946,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,fuzzy_entropy,15,15,12.0,0.029013243523139005,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,distribution_entropy,16,32,,0.012603550481767494,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,svd_entropy,17,2,2.0,0.06515387913010133,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,lempel_ziv_complexity,18,17,14.0,0.027608458336957166,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,hjorth_mobility,19,9,,0.035709905601944605,True,True,False,correlation_pruning
906,common_rows,jackknife_median,logistic_regression,hjorth_complexity,20,10,8.0,0.03486976918512712,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,katz_fractal_dimension,21,33,,0.01111565692462186,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,higuchi_fractal_dimension,22,24,,0.01936790331127949,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,detrended_fluctuation_analysis,23,21,,0.022964875173971618,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,mean_frequency,24,12,,0.032072516459883224,True,True,False,correlation_pruning
906,common_rows,jackknife_median,logistic_regression,median_frequency,25,3,3.0,0.061344792122516076,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,26,7,,0.04070341623292378,True,True,False,correlation_pruning
906,common_rows,jackknife_median,logistic_regression,spectral_entropy,27,6,6.0,0.04131363068587158,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,AvgSampEn,28,26,,0.015741818662867856,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,MaxSampEn,29,14,11.0,0.029390249437010102,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,MedianSampEn,30,16,13.0,0.028040116274030653,True,True,True,retained
906,common_rows,jackknife_median,logistic_regression,StdSampEn,31,31,,0.013257113752404308,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,KurtosisSampEn,32,25,,0.015924381199815204,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,SkewnessSampEn,33,30,,0.013434009357678143,True,False,False,top_k
906,common_rows,jackknife_median,logistic_regression,AUC_SampEn,34,18,15.0,0.0275719652880489,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,minimum,1,23,,0.019559779185325758,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,maximum,2,27,,0.015190956840600069,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,mean,3,34,,0.0072176674802635205,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,median,4,1,1.0,0.06899554381878872,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,kurtosis,5,5,5.0,0.05047087307332942,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,skewness,6,20,17.0,0.024447723746735178,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,mean_absolute_value,7,8,7.0,0.03742732599227782,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,root_mean_square,8,13,10.0,0.030294213172495085,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,peak_to_peak,9,28,,0.014844349255567421,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,waveform_length,10,4,4.0,0.058684924045396804,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,zero_crossing_count,11,29,,0.014799888398421841,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,slope_sign_change_count,12,19,16.0,0.026760981501091654,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,approximate_entropy,13,11,9.0,0.032593285911252726,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,permutation_entropy,14,22,,0.0215112364364946,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,fuzzy_entropy,15,15,12.0,0.029013243523139005,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,distribution_entropy,16,32,,0.012603550481767494,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,svd_entropy,17,2,2.0,0.06515387913010133,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,lempel_ziv_complexity,18,17,14.0,0.027608458336957166,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,hjorth_mobility,19,9,,0.035709905601944605,True,True,False,correlation_pruning
906,common_rows,jackknife_median,extra_trees,hjorth_complexity,20,10,8.0,0.03486976918512712,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,katz_fractal_dimension,21,33,,0.01111565692462186,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,higuchi_fractal_dimension,22,24,,0.01936790331127949,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,detrended_fluctuation_analysis,23,21,,0.022964875173971618,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,mean_frequency,24,12,,0.032072516459883224,True,True,False,correlation_pruning
906,common_rows,jackknife_median,extra_trees,median_frequency,25,3,3.0,0.061344792122516076,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,26,7,,0.04070341623292378,True,True,False,correlation_pruning
906,common_rows,jackknife_median,extra_trees,spectral_entropy,27,6,6.0,0.04131363068587158,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,AvgSampEn,28,26,,0.015741818662867856,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,MaxSampEn,29,14,11.0,0.029390249437010102,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,MedianSampEn,30,16,13.0,0.028040116274030653,True,True,True,retained
906,common_rows,jackknife_median,extra_trees,StdSampEn,31,31,,0.013257113752404308,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,KurtosisSampEn,32,25,,0.015924381199815204,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,SkewnessSampEn,33,30,,0.013434009357678143,True,False,False,top_k
906,common_rows,jackknife_median,extra_trees,AUC_SampEn,34,18,15.0,0.0275719652880489,True,True,True,retained
906,common_rows,jackknife_median,random_forest,minimum,1,23,,0.019559779185325758,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,maximum,2,27,,0.015190956840600069,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,mean,3,34,,0.0072176674802635205,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,median,4,1,1.0,0.06899554381878872,True,True,True,retained
906,common_rows,jackknife_median,random_forest,kurtosis,5,5,5.0,0.05047087307332942,True,True,True,retained
906,common_rows,jackknife_median,random_forest,skewness,6,20,17.0,0.024447723746735178,True,True,True,retained
906,common_rows,jackknife_median,random_forest,mean_absolute_value,7,8,7.0,0.03742732599227782,True,True,True,retained
906,common_rows,jackknife_median,random_forest,root_mean_square,8,13,10.0,0.030294213172495085,True,True,True,retained
906,common_rows,jackknife_median,random_forest,peak_to_peak,9,28,,0.014844349255567421,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,waveform_length,10,4,4.0,0.058684924045396804,True,True,True,retained
906,common_rows,jackknife_median,random_forest,zero_crossing_count,11,29,,0.014799888398421841,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,slope_sign_change_count,12,19,16.0,0.026760981501091654,True,True,True,retained
906,common_rows,jackknife_median,random_forest,approximate_entropy,13,11,9.0,0.032593285911252726,True,True,True,retained
906,common_rows,jackknife_median,random_forest,permutation_entropy,14,22,,0.0215112364364946,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,fuzzy_entropy,15,15,12.0,0.029013243523139005,True,True,True,retained
906,common_rows,jackknife_median,random_forest,distribution_entropy,16,32,,0.012603550481767494,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,svd_entropy,17,2,2.0,0.06515387913010133,True,True,True,retained
906,common_rows,jackknife_median,random_forest,lempel_ziv_complexity,18,17,14.0,0.027608458336957166,True,True,True,retained
906,common_rows,jackknife_median,random_forest,hjorth_mobility,19,9,,0.035709905601944605,True,True,False,correlation_pruning
906,common_rows,jackknife_median,random_forest,hjorth_complexity,20,10,8.0,0.03486976918512712,True,True,True,retained
906,common_rows,jackknife_median,random_forest,katz_fractal_dimension,21,33,,0.01111565692462186,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,higuchi_fractal_dimension,22,24,,0.01936790331127949,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,detrended_fluctuation_analysis,23,21,,0.022964875173971618,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,mean_frequency,24,12,,0.032072516459883224,True,True,False,correlation_pruning
906,common_rows,jackknife_median,random_forest,median_frequency,25,3,3.0,0.061344792122516076,True,True,True,retained
906,common_rows,jackknife_median,random_forest,spectral_edge_frequency_95,26,7,,0.04070341623292378,True,True,False,correlation_pruning
906,common_rows,jackknife_median,random_forest,spectral_entropy,27,6,6.0,0.04131363068587158,True,True,True,retained
906,common_rows,jackknife_median,random_forest,AvgSampEn,28,26,,0.015741818662867856,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,MaxSampEn,29,14,11.0,0.029390249437010102,True,True,True,retained
906,common_rows,jackknife_median,random_forest,MedianSampEn,30,16,13.0,0.028040116274030653,True,True,True,retained
906,common_rows,jackknife_median,random_forest,StdSampEn,31,31,,0.013257113752404308,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,KurtosisSampEn,32,25,,0.015924381199815204,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,SkewnessSampEn,33,30,,0.013434009357678143,True,False,False,top_k
906,common_rows,jackknife_median,random_forest,AUC_SampEn,34,18,15.0,0.0275719652880489,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,minimum,1,26,,0.020051153712660755,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,maximum,2,22,,0.024083318671764994,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,mean,3,34,,0.008486804387372496,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,median,4,1,1.0,0.0764016046262067,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,kurtosis,5,15,12.0,0.030121209826029297,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,skewness,6,5,5.0,0.04141662316549958,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,mean_absolute_value,7,18,14.0,0.025732361984008124,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,root_mean_square,8,23,,0.024008867715034653,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,peak_to_peak,9,31,,0.014401278391135225,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,waveform_length,10,6,6.0,0.03951324401340003,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,zero_crossing_count,11,27,,0.01762633727385552,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,slope_sign_change_count,12,16,13.0,0.02682768005238933,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,approximate_entropy,13,13,11.0,0.030667015523992144,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,permutation_entropy,14,17,,0.026515786048628094,True,True,False,correlation_pruning
906,common_rows,calibration_median,logistic_regression,fuzzy_entropy,15,3,3.0,0.048644537233354844,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,distribution_entropy,16,32,,0.012891488817909805,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,svd_entropy,17,2,2.0,0.06491292984700624,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,lempel_ziv_complexity,18,4,4.0,0.043872917984090855,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,hjorth_mobility,19,11,,0.03419588876459107,True,True,False,correlation_pruning
906,common_rows,calibration_median,logistic_regression,hjorth_complexity,20,21,,0.02437115189983492,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,katz_fractal_dimension,21,33,,0.01140577061015926,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,higuchi_fractal_dimension,22,25,,0.02159299035262564,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,detrended_fluctuation_analysis,23,12,10.0,0.031887917451331724,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,mean_frequency,24,14,,0.030130530644881286,True,True,False,correlation_pruning
906,common_rows,calibration_median,logistic_regression,median_frequency,25,7,7.0,0.039320183900380445,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,26,8,,0.038991145621570716,True,True,False,correlation_pruning
906,common_rows,calibration_median,logistic_regression,spectral_entropy,27,9,8.0,0.038342272213479994,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,AvgSampEn,28,30,,0.014872400214707916,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,MaxSampEn,29,19,15.0,0.02541247375349323,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,MedianSampEn,30,10,9.0,0.03468182922723189,True,True,True,retained
906,common_rows,calibration_median,logistic_regression,StdSampEn,31,24,,0.021997101204788296,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,KurtosisSampEn,32,28,,0.016225233909554184,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,SkewnessSampEn,33,29,,0.015384013565529682,True,False,False,top_k
906,common_rows,calibration_median,logistic_regression,AUC_SampEn,34,20,16.0,0.02501393739150112,True,True,True,retained
906,common_rows,calibration_median,extra_trees,minimum,1,26,,0.020051153712660755,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,maximum,2,22,,0.024083318671764994,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,mean,3,34,,0.008486804387372496,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,median,4,1,1.0,0.0764016046262067,True,True,True,retained
906,common_rows,calibration_median,extra_trees,kurtosis,5,15,12.0,0.030121209826029297,True,True,True,retained
906,common_rows,calibration_median,extra_trees,skewness,6,5,5.0,0.04141662316549958,True,True,True,retained
906,common_rows,calibration_median,extra_trees,mean_absolute_value,7,18,14.0,0.025732361984008124,True,True,True,retained
906,common_rows,calibration_median,extra_trees,root_mean_square,8,23,,0.024008867715034653,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,peak_to_peak,9,31,,0.014401278391135225,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,waveform_length,10,6,6.0,0.03951324401340003,True,True,True,retained
906,common_rows,calibration_median,extra_trees,zero_crossing_count,11,27,,0.01762633727385552,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,slope_sign_change_count,12,16,13.0,0.02682768005238933,True,True,True,retained
906,common_rows,calibration_median,extra_trees,approximate_entropy,13,13,11.0,0.030667015523992144,True,True,True,retained
906,common_rows,calibration_median,extra_trees,permutation_entropy,14,17,,0.026515786048628094,True,True,False,correlation_pruning
906,common_rows,calibration_median,extra_trees,fuzzy_entropy,15,3,3.0,0.048644537233354844,True,True,True,retained
906,common_rows,calibration_median,extra_trees,distribution_entropy,16,32,,0.012891488817909805,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,svd_entropy,17,2,2.0,0.06491292984700624,True,True,True,retained
906,common_rows,calibration_median,extra_trees,lempel_ziv_complexity,18,4,4.0,0.043872917984090855,True,True,True,retained
906,common_rows,calibration_median,extra_trees,hjorth_mobility,19,11,,0.03419588876459107,True,True,False,correlation_pruning
906,common_rows,calibration_median,extra_trees,hjorth_complexity,20,21,,0.02437115189983492,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,katz_fractal_dimension,21,33,,0.01140577061015926,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,higuchi_fractal_dimension,22,25,,0.02159299035262564,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,detrended_fluctuation_analysis,23,12,10.0,0.031887917451331724,True,True,True,retained
906,common_rows,calibration_median,extra_trees,mean_frequency,24,14,,0.030130530644881286,True,True,False,correlation_pruning
906,common_rows,calibration_median,extra_trees,median_frequency,25,7,7.0,0.039320183900380445,True,True,True,retained
906,common_rows,calibration_median,extra_trees,spectral_edge_frequency_95,26,8,,0.038991145621570716,True,True,False,correlation_pruning
906,common_rows,calibration_median,extra_trees,spectral_entropy,27,9,8.0,0.038342272213479994,True,True,True,retained
906,common_rows,calibration_median,extra_trees,AvgSampEn,28,30,,0.014872400214707916,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,MaxSampEn,29,19,15.0,0.02541247375349323,True,True,True,retained
906,common_rows,calibration_median,extra_trees,MedianSampEn,30,10,9.0,0.03468182922723189,True,True,True,retained
906,common_rows,calibration_median,extra_trees,StdSampEn,31,24,,0.021997101204788296,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,KurtosisSampEn,32,28,,0.016225233909554184,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,SkewnessSampEn,33,29,,0.015384013565529682,True,False,False,top_k
906,common_rows,calibration_median,extra_trees,AUC_SampEn,34,20,16.0,0.02501393739150112,True,True,True,retained
906,common_rows,calibration_median,random_forest,minimum,1,26,,0.020051153712660755,True,False,False,top_k
906,common_rows,calibration_median,random_forest,maximum,2,22,,0.024083318671764994,True,False,False,top_k
906,common_rows,calibration_median,random_forest,mean,3,34,,0.008486804387372496,True,False,False,top_k
906,common_rows,calibration_median,random_forest,median,4,1,1.0,0.0764016046262067,True,True,True,retained
906,common_rows,calibration_median,random_forest,kurtosis,5,15,12.0,0.030121209826029297,True,True,True,retained
906,common_rows,calibration_median,random_forest,skewness,6,5,5.0,0.04141662316549958,True,True,True,retained
906,common_rows,calibration_median,random_forest,mean_absolute_value,7,18,14.0,0.025732361984008124,True,True,True,retained
906,common_rows,calibration_median,random_forest,root_mean_square,8,23,,0.024008867715034653,True,False,False,top_k
906,common_rows,calibration_median,random_forest,peak_to_peak,9,31,,0.014401278391135225,True,False,False,top_k
906,common_rows,calibration_median,random_forest,waveform_length,10,6,6.0,0.03951324401340003,True,True,True,retained
906,common_rows,calibration_median,random_forest,zero_crossing_count,11,27,,0.01762633727385552,True,False,False,top_k
906,common_rows,calibration_median,random_forest,slope_sign_change_count,12,16,13.0,0.02682768005238933,True,True,True,retained
906,common_rows,calibration_median,random_forest,approximate_entropy,13,13,11.0,0.030667015523992144,True,True,True,retained
906,common_rows,calibration_median,random_forest,permutation_entropy,14,17,,0.026515786048628094,True,True,False,correlation_pruning
906,common_rows,calibration_median,random_forest,fuzzy_entropy,15,3,3.0,0.048644537233354844,True,True,True,retained
906,common_rows,calibration_median,random_forest,distribution_entropy,16,32,,0.012891488817909805,True,False,False,top_k
906,common_rows,calibration_median,random_forest,svd_entropy,17,2,2.0,0.06491292984700624,True,True,True,retained
906,common_rows,calibration_median,random_forest,lempel_ziv_complexity,18,4,4.0,0.043872917984090855,True,True,True,retained
906,common_rows,calibration_median,random_forest,hjorth_mobility,19,11,,0.03419588876459107,True,True,False,correlation_pruning
906,common_rows,calibration_median,random_forest,hjorth_complexity,20,21,,0.02437115189983492,True,False,False,top_k
906,common_rows,calibration_median,random_forest,katz_fractal_dimension,21,33,,0.01140577061015926,True,False,False,top_k
906,common_rows,calibration_median,random_forest,higuchi_fractal_dimension,22,25,,0.02159299035262564,True,False,False,top_k
906,common_rows,calibration_median,random_forest,detrended_fluctuation_analysis,23,12,10.0,0.031887917451331724,True,True,True,retained
906,common_rows,calibration_median,random_forest,mean_frequency,24,14,,0.030130530644881286,True,True,False,correlation_pruning
906,common_rows,calibration_median,random_forest,median_frequency,25,7,7.0,0.039320183900380445,True,True,True,retained
906,common_rows,calibration_median,random_forest,spectral_edge_frequency_95,26,8,,0.038991145621570716,True,True,False,correlation_pruning
906,common_rows,calibration_median,random_forest,spectral_entropy,27,9,8.0,0.038342272213479994,True,True,True,retained
906,common_rows,calibration_median,random_forest,AvgSampEn,28,30,,0.014872400214707916,True,False,False,top_k
906,common_rows,calibration_median,random_forest,MaxSampEn,29,19,15.0,0.02541247375349323,True,True,True,retained
906,common_rows,calibration_median,random_forest,MedianSampEn,30,10,9.0,0.03468182922723189,True,True,True,retained
906,common_rows,calibration_median,random_forest,StdSampEn,31,24,,0.021997101204788296,True,False,False,top_k
906,common_rows,calibration_median,random_forest,KurtosisSampEn,32,28,,0.016225233909554184,True,False,False,top_k
906,common_rows,calibration_median,random_forest,SkewnessSampEn,33,29,,0.015384013565529682,True,False,False,top_k
906,common_rows,calibration_median,random_forest,AUC_SampEn,34,20,16.0,0.02501393739150112,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,minimum,1,32,,0.013139945699501415,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,maximum,2,25,,0.02101585623978743,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,mean,3,34,,0.0061118947308905465,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,median,4,22,,0.023326527296607905,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,kurtosis,5,11,8.0,0.034446774565392246,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,skewness,6,18,14.0,0.026798474285471146,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,mean_absolute_value,7,13,10.0,0.03384325947490601,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,root_mean_square,8,20,16.0,0.02549632862883436,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,peak_to_peak,9,24,,0.023062824920355916,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,waveform_length,10,8,5.0,0.03752616022213541,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,zero_crossing_count,11,28,,0.019341842964293022,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,slope_sign_change_count,12,10,7.0,0.034905373145437533,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,approximate_entropy,13,17,13.0,0.027207105463283466,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,permutation_entropy,14,16,,0.02816391878509039,True,True,False,correlation_pruning
906,common_rows,calibration_median_iqr,logistic_regression,fuzzy_entropy,15,6,4.0,0.041661811828088584,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,distribution_entropy,16,27,,0.020476882423751664,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,svd_entropy,17,3,3.0,0.05093631445018899,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,lempel_ziv_complexity,18,9,6.0,0.03580168560775333,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,hjorth_mobility,19,4,,0.05034900166431153,True,True,False,correlation_pruning
906,common_rows,calibration_median_iqr,logistic_regression,hjorth_complexity,20,19,15.0,0.025706012751427216,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,katz_fractal_dimension,21,33,,0.00933043807902754,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,higuchi_fractal_dimension,22,21,,0.024312000518055717,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,detrended_fluctuation_analysis,23,14,11.0,0.03281959114720484,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,mean_frequency,24,7,,0.03872753228330614,True,True,False,correlation_pruning
906,common_rows,calibration_median_iqr,logistic_regression,median_frequency,25,2,2.0,0.05360254076937766,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,26,5,,0.0477721580068341,True,True,False,correlation_pruning
906,common_rows,calibration_median_iqr,logistic_regression,spectral_entropy,27,15,12.0,0.0315439882222893,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,AvgSampEn,28,30,,0.017205490033381145,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,MaxSampEn,29,26,,0.02058616232945078,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,MedianSampEn,30,1,1.0,0.055689682836244515,True,True,True,retained
906,common_rows,calibration_median_iqr,logistic_regression,StdSampEn,31,23,,0.023118188565286683,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,KurtosisSampEn,32,31,,0.014520567703371616,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,SkewnessSampEn,33,29,,0.01751257946106003,True,False,False,top_k
906,common_rows,calibration_median_iqr,logistic_regression,AUC_SampEn,34,12,9.0,0.033941084897601975,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,minimum,1,32,,0.013139945699501415,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,maximum,2,25,,0.02101585623978743,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,mean,3,34,,0.0061118947308905465,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,median,4,22,,0.023326527296607905,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,kurtosis,5,11,8.0,0.034446774565392246,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,skewness,6,18,14.0,0.026798474285471146,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,mean_absolute_value,7,13,10.0,0.03384325947490601,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,root_mean_square,8,20,16.0,0.02549632862883436,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,peak_to_peak,9,24,,0.023062824920355916,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,waveform_length,10,8,5.0,0.03752616022213541,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,zero_crossing_count,11,28,,0.019341842964293022,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,slope_sign_change_count,12,10,7.0,0.034905373145437533,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,approximate_entropy,13,17,13.0,0.027207105463283466,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,permutation_entropy,14,16,,0.02816391878509039,True,True,False,correlation_pruning
906,common_rows,calibration_median_iqr,extra_trees,fuzzy_entropy,15,6,4.0,0.041661811828088584,True,True,True,retained
906,common_rows,calibration_median_iqr,extra_trees,distribution_entropy,16,27,,0.020476882423751664,True,False,False,top_k
906,common_rows,calibration_median_iqr,extra_trees,svd_entropy,17,3,3.0,0.05093631445018899,True,True,True,retained
