source_rows,patient_count,frozen_feature_count,calibration_rows_per_patient,outer_fold_count,evaluation_mode_count,normalization_count,classifier_count,expected_model_runs,completed_model_runs,prediction_rows,total_iqr_fallback_events,all_patient_overlap_checks_passed,all_training_only_preprocessing_checks_passed,all_finite_matrix_checks_passed,all_calibration_exclusion_checks_passed,random_seed
1283,20,34,10,20,2,4,3,480,480,27192,0,True,True,True,True,42
