total_patient_count,clinical_summary_match_count,clinical_flags_match_count,eligible_binary_clinical_variables,eligible_continuous_clinical_variables,perfect_auc_patient_count,below_chance_patient_count,median_qc_burden_perfect,median_qc_burden_nonperfect,median_absolute_feature_separation_perfect,median_absolute_feature_separation_nonperfect,strongest_clinical_binary_auc_effect,strongest_continuous_auc_association,number_of_secondary_sensitivity_cohorts,restricted_cohort_changes_pooled_auc_by_more_than_0.05,all_validation_checks_passed
20,20,20,flag_BBB;flag_antiarrhythmic_exposure;flag_any_AF;flag_atypical_HI;flag_clean_sinus_candidate;flag_continuous_AF;flag_exclude_from_HRV_valid_subgroup;flag_intermittent_or_new_AF;flag_mechanical_support;flag_paced_or_icd;summary_Sex,summary_Age;summary_EF_numeric_midpoint,7,2,0.3,0.081967213114754,1.0,0.580952380952381,flag_BBB,summary_EF_numeric_midpoint,6,True,True
