evaluation_mode,normalization,classifier,fold_patient_1,fold_patient_2,selected_feature_count_1,selected_feature_count_2,intersection_size,union_size,jaccard_similarity,overlap_coefficient
common_rows,calibration_median,extra_trees,491,638,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,491,906,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,1049,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,1855,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,491,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,491,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,491,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,491,30851,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,491,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,491,59285,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,491,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,491,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,491,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,491,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,906,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,1049,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,1855,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,8452,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,26398,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,638,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,extra_trees,638,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,638,30851,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,57091,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,638,59285,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,638,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,638,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,638,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,1049,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,1855,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,10013,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,906,26398,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,906,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,906,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,906,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,57091,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,70447,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,906,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,906,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,906,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1049,1855,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,8452,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1049,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1049,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,1049,30071,16,15,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,extra_trees,1049,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1049,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1049,88503,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,1049,90396,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,1049,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,1049,96879,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,1855,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1855,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,1855,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,1855,30851,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,1855,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1855,59285,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,1855,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,1855,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,1855,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,1855,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,8452,10013,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,8452,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,8452,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,8452,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,extra_trees,8452,30071,16,15,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,extra_trees,8452,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,8452,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,8452,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,8452,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,8452,80436,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,8452,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,8452,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,8452,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,8452,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,26398,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,10013,27245,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,10013,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,10013,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,57091,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,70447,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,10013,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,10013,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,10013,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,26398,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26398,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,extra_trees,26398,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,26398,30851,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,26398,57091,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,26398,59285,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,26398,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26398,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26398,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26398,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,26398,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,26398,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26502,27245,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,26502,30071,16,15,12,19,0.631578947368421,0.8
common_rows,calibration_median,extra_trees,26502,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26502,57091,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26502,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26502,70447,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,26502,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,26502,88503,16,16,12,20,0.6,0.75
common_rows,calibration_median,extra_trees,26502,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,26502,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,26502,96879,16,16,12,20,0.6,0.75
common_rows,calibration_median,extra_trees,27245,30071,17,15,14,18,0.7777777777777778,0.9333333333333333
common_rows,calibration_median,extra_trees,27245,30851,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,27245,57091,17,16,16,17,0.9411764705882353,1.0
common_rows,calibration_median,extra_trees,27245,59285,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,27245,70447,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,27245,80436,17,16,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,27245,88503,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,27245,90396,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,27245,96305,17,17,16,18,0.8888888888888888,0.9411764705882353
common_rows,calibration_median,extra_trees,27245,96879,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,30071,30851,15,16,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,30071,57091,15,16,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,30071,59285,15,16,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,30071,70447,15,16,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,30071,80436,15,16,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,extra_trees,30071,88503,15,16,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,extra_trees,30071,90396,15,16,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,extra_trees,30071,96305,15,17,14,18,0.7777777777777778,0.9333333333333333
common_rows,calibration_median,extra_trees,30071,96879,15,16,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,extra_trees,30851,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,30851,59285,16,16,16,16,1.0,1.0
common_rows,calibration_median,extra_trees,30851,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,30851,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,30851,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,30851,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,30851,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,30851,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,57091,59285,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,57091,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,57091,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,57091,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,57091,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,57091,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,57091,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,59285,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,59285,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,59285,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,59285,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,59285,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,59285,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,70447,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,70447,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,70447,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,70447,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,extra_trees,70447,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,80436,88503,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,80436,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,extra_trees,80436,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,80436,96879,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,88503,90396,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,88503,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,88503,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,extra_trees,90396,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,extra_trees,90396,96879,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,extra_trees,96305,96879,17,16,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,491,638,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,491,906,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,1049,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,1855,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,491,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,491,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,491,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,491,30851,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,491,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,491,59285,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,491,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,491,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,491,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,491,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,906,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,1049,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,1855,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,8452,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,26398,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,638,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,logistic_regression,638,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,638,30851,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,57091,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,638,59285,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,638,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,638,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,638,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,1049,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,1855,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,10013,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,906,26398,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,906,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,906,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,906,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,57091,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,70447,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,906,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,906,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,906,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1049,1855,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,8452,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1049,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1049,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,1049,30071,16,15,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,logistic_regression,1049,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1049,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1049,88503,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,1049,90396,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,1049,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,logistic_regression,1049,96879,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,1855,8452,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,10013,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1855,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,27245,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,1855,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,1855,30851,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,1855,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1855,59285,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,1855,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,80436,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,1855,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,1855,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,1855,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,8452,10013,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,8452,26398,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,8452,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,8452,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,logistic_regression,8452,30071,16,15,13,18,0.7222222222222222,0.8666666666666667
common_rows,calibration_median,logistic_regression,8452,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,8452,57091,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,8452,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,8452,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,8452,80436,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,8452,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,8452,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,8452,96305,16,17,15,18,0.8333333333333334,0.9375
common_rows,calibration_median,logistic_regression,8452,96879,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,26398,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,26502,16,16,13,19,0.6842105263157895,0.8125
common_rows,calibration_median,logistic_regression,10013,27245,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,logistic_regression,10013,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,10013,30851,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,57091,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,59285,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,70447,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,10013,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,90396,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,10013,96305,16,17,14,19,0.7368421052631579,0.875
common_rows,calibration_median,logistic_regression,10013,96879,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,26398,26502,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,26398,27245,16,17,16,17,0.9411764705882353,1.0
common_rows,calibration_median,logistic_regression,26398,30071,16,15,14,17,0.8235294117647058,0.9333333333333333
common_rows,calibration_median,logistic_regression,26398,30851,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,26398,57091,16,16,16,16,1.0,1.0
common_rows,calibration_median,logistic_regression,26398,59285,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,26398,70447,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,26398,80436,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,26398,88503,16,16,14,18,0.7777777777777778,0.875
common_rows,calibration_median,logistic_regression,26398,90396,16,16,15,17,0.8823529411764706,0.9375
common_rows,calibration_median,logistic_regression,26398,96305,16,17,15,18,0.8333333333333334,0.9375
