outer_fold_patient_id,evaluation_mode,normalization,classifier,training_patient_count,test_patient_count,training_rows_before_exclusion,training_rows_after_exclusion,test_rows_before_exclusion,test_rows_after_exclusion,training_class_0_rows,training_class_1_rows,test_class_0_rows,test_class_1_rows,starting_feature_count,post_variance_feature_count,post_top_k_feature_count,final_feature_count,imputation_fit_on_training_only,variance_filter_fit_on_training_only,ranking_fit_on_training_only,correlation_pruning_fit_on_training_only,scaler_applicable,scaler_fit_on_training_only,no_patient_overlap,finite_train_matrix,finite_test_matrix,calibration_rows_excluded_correctly
26502,common_rows,none,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,15,True,True,True,True,False,,True,True,True,True
26502,common_rows,jackknife_median,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26502,common_rows,jackknife_median,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,common_rows,jackknife_median,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,common_rows,calibration_median,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26502,common_rows,calibration_median,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,common_rows,calibration_median,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,common_rows,calibration_median_iqr,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,True,True,True,True,True,True
26502,common_rows,calibration_median_iqr,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
26502,common_rows,calibration_median_iqr,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
26502,native_rows,none,logistic_regression,19,1,1196,1196,87,87,556,640,29,58,34,34,20,15,True,True,True,True,True,True,True,True,True,True
26502,native_rows,none,extra_trees,19,1,1196,1196,87,87,556,640,29,58,34,34,20,15,True,True,True,True,False,,True,True,True,True
26502,native_rows,none,random_forest,19,1,1196,1196,87,87,556,640,29,58,34,34,20,15,True,True,True,True,False,,True,True,True,True
26502,native_rows,jackknife_median,logistic_regression,19,1,1196,1196,87,87,556,640,29,58,34,34,20,17,True,True,True,True,True,True,True,True,True,True
26502,native_rows,jackknife_median,extra_trees,19,1,1196,1196,87,87,556,640,29,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
26502,native_rows,jackknife_median,random_forest,19,1,1196,1196,87,87,556,640,29,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
26502,native_rows,calibration_median,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26502,native_rows,calibration_median,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,native_rows,calibration_median,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,native_rows,calibration_median_iqr,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,True,True,True,True,True,True
26502,native_rows,calibration_median_iqr,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
26502,native_rows,calibration_median_iqr,random_forest,19,1,1196,1006,87,77,366,640,19,58,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,none,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,18,True,True,True,True,True,True,True,True,True,True
27245,common_rows,none,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,18,True,True,True,True,False,,True,True,True,True
27245,common_rows,none,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,18,True,True,True,True,False,,True,True,True,True
27245,common_rows,jackknife_median,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,common_rows,jackknife_median,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,jackknife_median,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,calibration_median,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,common_rows,calibration_median,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,calibration_median,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,calibration_median_iqr,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,common_rows,calibration_median_iqr,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,common_rows,calibration_median_iqr,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,none,logistic_regression,19,1,1196,1196,87,87,557,639,28,59,34,34,20,18,True,True,True,True,True,True,True,True,True,True
27245,native_rows,none,extra_trees,19,1,1196,1196,87,87,557,639,28,59,34,34,20,18,True,True,True,True,False,,True,True,True,True
27245,native_rows,none,random_forest,19,1,1196,1196,87,87,557,639,28,59,34,34,20,18,True,True,True,True,False,,True,True,True,True
27245,native_rows,jackknife_median,logistic_regression,19,1,1196,1196,87,87,557,639,28,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,native_rows,jackknife_median,extra_trees,19,1,1196,1196,87,87,557,639,28,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,jackknife_median,random_forest,19,1,1196,1196,87,87,557,639,28,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,calibration_median,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,native_rows,calibration_median,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,calibration_median,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,calibration_median_iqr,logistic_regression,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
27245,native_rows,calibration_median_iqr,extra_trees,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
27245,native_rows,calibration_median_iqr,random_forest,19,1,1196,1006,87,77,367,639,18,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
30071,common_rows,none,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30071,common_rows,none,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,common_rows,none,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,common_rows,jackknife_median,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30071,common_rows,jackknife_median,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,common_rows,jackknife_median,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,common_rows,calibration_median,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,True,True,True,True,True,True
30071,common_rows,calibration_median,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,common_rows,calibration_median,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,common_rows,calibration_median_iqr,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,True,True,True,True,True,True
30071,common_rows,calibration_median_iqr,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,common_rows,calibration_median_iqr,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,native_rows,none,logistic_regression,19,1,1204,1204,79,79,555,649,30,49,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30071,native_rows,none,extra_trees,19,1,1204,1204,79,79,555,649,30,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,native_rows,none,random_forest,19,1,1204,1204,79,79,555,649,30,49,34,34,20,16,True,True,True,True,False,,True,True,True,True
30071,native_rows,jackknife_median,logistic_regression,19,1,1204,1204,79,79,555,649,30,49,34,34,20,17,True,True,True,True,True,True,True,True,True,True
30071,native_rows,jackknife_median,extra_trees,19,1,1204,1204,79,79,555,649,30,49,34,34,20,17,True,True,True,True,False,,True,True,True,True
30071,native_rows,jackknife_median,random_forest,19,1,1204,1204,79,79,555,649,30,49,34,34,20,17,True,True,True,True,False,,True,True,True,True
30071,native_rows,calibration_median,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,True,True,True,True,True,True
30071,native_rows,calibration_median,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,native_rows,calibration_median,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,native_rows,calibration_median_iqr,logistic_regression,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,True,True,True,True,True,True
30071,native_rows,calibration_median_iqr,extra_trees,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30071,native_rows,calibration_median_iqr,random_forest,19,1,1204,1014,79,69,365,649,20,49,34,34,20,15,True,True,True,True,False,,True,True,True,True
30851,common_rows,none,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,15,True,True,True,True,True,True,True,True,True,True
30851,common_rows,none,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,15,True,True,True,True,False,,True,True,True,True
30851,common_rows,none,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,15,True,True,True,True,False,,True,True,True,True
30851,common_rows,jackknife_median,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,common_rows,jackknife_median,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,common_rows,jackknife_median,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,common_rows,calibration_median,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,common_rows,calibration_median,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,common_rows,calibration_median,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,common_rows,calibration_median_iqr,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,common_rows,calibration_median_iqr,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,common_rows,calibration_median_iqr,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,none,logistic_regression,19,1,1230,1230,53,53,552,678,33,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,native_rows,none,extra_trees,19,1,1230,1230,53,53,552,678,33,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,none,random_forest,19,1,1230,1230,53,53,552,678,33,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,jackknife_median,logistic_regression,19,1,1230,1230,53,53,552,678,33,20,34,34,20,17,True,True,True,True,True,True,True,True,True,True
30851,native_rows,jackknife_median,extra_trees,19,1,1230,1230,53,53,552,678,33,20,34,34,20,17,True,True,True,True,False,,True,True,True,True
30851,native_rows,jackknife_median,random_forest,19,1,1230,1230,53,53,552,678,33,20,34,34,20,17,True,True,True,True,False,,True,True,True,True
30851,native_rows,calibration_median,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,native_rows,calibration_median,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,calibration_median,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,calibration_median_iqr,logistic_regression,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,True,True,True,True,True,True
30851,native_rows,calibration_median_iqr,extra_trees,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
30851,native_rows,calibration_median_iqr,random_forest,19,1,1230,1040,53,43,362,678,23,20,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,none,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,common_rows,none,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,none,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,jackknife_median,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,common_rows,jackknife_median,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,jackknife_median,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,calibration_median,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,common_rows,calibration_median,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,calibration_median,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,calibration_median_iqr,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,common_rows,calibration_median_iqr,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,common_rows,calibration_median_iqr,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,native_rows,none,logistic_regression,19,1,1238,1238,45,45,555,683,30,15,34,34,20,15,True,True,True,True,True,True,True,True,True,True
57091,native_rows,none,extra_trees,19,1,1238,1238,45,45,555,683,30,15,34,34,20,15,True,True,True,True,False,,True,True,True,True
57091,native_rows,none,random_forest,19,1,1238,1238,45,45,555,683,30,15,34,34,20,15,True,True,True,True,False,,True,True,True,True
57091,native_rows,jackknife_median,logistic_regression,19,1,1238,1238,45,45,555,683,30,15,34,34,20,17,True,True,True,True,True,True,True,True,True,True
57091,native_rows,jackknife_median,extra_trees,19,1,1238,1238,45,45,555,683,30,15,34,34,20,17,True,True,True,True,False,,True,True,True,True
57091,native_rows,jackknife_median,random_forest,19,1,1238,1238,45,45,555,683,30,15,34,34,20,17,True,True,True,True,False,,True,True,True,True
57091,native_rows,calibration_median,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,native_rows,calibration_median,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,native_rows,calibration_median,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,native_rows,calibration_median_iqr,logistic_regression,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,True,True,True,True,True,True
57091,native_rows,calibration_median_iqr,extra_trees,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
57091,native_rows,calibration_median_iqr,random_forest,19,1,1238,1048,45,35,365,683,20,15,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,none,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,15,True,True,True,True,True,True,True,True,True,True
59285,common_rows,none,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,15,True,True,True,True,False,,True,True,True,True
59285,common_rows,none,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,15,True,True,True,True,False,,True,True,True,True
59285,common_rows,jackknife_median,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,True,True,True,True,True,True
59285,common_rows,jackknife_median,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,jackknife_median,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,calibration_median,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,True,True,True,True,True,True
59285,common_rows,calibration_median,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,calibration_median,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,calibration_median_iqr,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,True,True,True,True,True,True
59285,common_rows,calibration_median_iqr,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,common_rows,calibration_median_iqr,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,native_rows,none,logistic_regression,19,1,1219,1219,64,64,555,664,30,34,34,34,20,15,True,True,True,True,True,True,True,True,True,True
59285,native_rows,none,extra_trees,19,1,1219,1219,64,64,555,664,30,34,34,34,20,15,True,True,True,True,False,,True,True,True,True
59285,native_rows,none,random_forest,19,1,1219,1219,64,64,555,664,30,34,34,34,20,15,True,True,True,True,False,,True,True,True,True
59285,native_rows,jackknife_median,logistic_regression,19,1,1219,1219,64,64,555,664,30,34,34,34,20,17,True,True,True,True,True,True,True,True,True,True
59285,native_rows,jackknife_median,extra_trees,19,1,1219,1219,64,64,555,664,30,34,34,34,20,17,True,True,True,True,False,,True,True,True,True
59285,native_rows,jackknife_median,random_forest,19,1,1219,1219,64,64,555,664,30,34,34,34,20,17,True,True,True,True,False,,True,True,True,True
59285,native_rows,calibration_median,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,True,True,True,True,True,True
59285,native_rows,calibration_median,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,native_rows,calibration_median,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,native_rows,calibration_median_iqr,logistic_regression,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,True,True,True,True,True,True
59285,native_rows,calibration_median_iqr,extra_trees,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
59285,native_rows,calibration_median_iqr,random_forest,19,1,1219,1029,64,54,365,664,20,34,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,none,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,True,True,True,True,True,True
70447,common_rows,none,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,none,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,jackknife_median,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,17,True,True,True,True,True,True,True,True,True,True
70447,common_rows,jackknife_median,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,17,True,True,True,True,False,,True,True,True,True
70447,common_rows,jackknife_median,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,17,True,True,True,True,False,,True,True,True,True
70447,common_rows,calibration_median,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,True,True,True,True,True,True
70447,common_rows,calibration_median,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,calibration_median,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,calibration_median_iqr,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,True,True,True,True,True,True
70447,common_rows,calibration_median_iqr,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,common_rows,calibration_median_iqr,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,native_rows,none,logistic_regression,19,1,1214,1214,69,69,559,655,26,43,34,34,20,15,True,True,True,True,True,True,True,True,True,True
70447,native_rows,none,extra_trees,19,1,1214,1214,69,69,559,655,26,43,34,34,20,15,True,True,True,True,False,,True,True,True,True
70447,native_rows,none,random_forest,19,1,1214,1214,69,69,559,655,26,43,34,34,20,15,True,True,True,True,False,,True,True,True,True
70447,native_rows,jackknife_median,logistic_regression,19,1,1214,1214,69,69,559,655,26,43,34,34,20,17,True,True,True,True,True,True,True,True,True,True
70447,native_rows,jackknife_median,extra_trees,19,1,1214,1214,69,69,559,655,26,43,34,34,20,17,True,True,True,True,False,,True,True,True,True
70447,native_rows,jackknife_median,random_forest,19,1,1214,1214,69,69,559,655,26,43,34,34,20,17,True,True,True,True,False,,True,True,True,True
70447,native_rows,calibration_median,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,True,True,True,True,True,True
70447,native_rows,calibration_median,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,native_rows,calibration_median,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,native_rows,calibration_median_iqr,logistic_regression,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,True,True,True,True,True,True
70447,native_rows,calibration_median_iqr,extra_trees,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
70447,native_rows,calibration_median_iqr,random_forest,19,1,1214,1024,69,59,369,655,16,43,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,none,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,common_rows,none,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,none,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,jackknife_median,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,common_rows,jackknife_median,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,jackknife_median,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,calibration_median,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,common_rows,calibration_median,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,calibration_median,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,calibration_median_iqr,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,common_rows,calibration_median_iqr,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,common_rows,calibration_median_iqr,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,none,logistic_regression,19,1,1226,1226,57,57,555,671,30,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,native_rows,none,extra_trees,19,1,1226,1226,57,57,555,671,30,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,none,random_forest,19,1,1226,1226,57,57,555,671,30,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,jackknife_median,logistic_regression,19,1,1226,1226,57,57,555,671,30,27,34,34,20,17,True,True,True,True,True,True,True,True,True,True
80436,native_rows,jackknife_median,extra_trees,19,1,1226,1226,57,57,555,671,30,27,34,34,20,17,True,True,True,True,False,,True,True,True,True
80436,native_rows,jackknife_median,random_forest,19,1,1226,1226,57,57,555,671,30,27,34,34,20,17,True,True,True,True,False,,True,True,True,True
80436,native_rows,calibration_median,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,native_rows,calibration_median,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,calibration_median,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,calibration_median_iqr,logistic_regression,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,True,True,True,True,True,True
80436,native_rows,calibration_median_iqr,extra_trees,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
80436,native_rows,calibration_median_iqr,random_forest,19,1,1226,1036,57,47,365,671,20,27,34,34,20,16,True,True,True,True,False,,True,True,True,True
88503,common_rows,none,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
88503,common_rows,none,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
88503,common_rows,none,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
88503,common_rows,jackknife_median,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,True,True,True,True,True,True
88503,common_rows,jackknife_median,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
88503,common_rows,jackknife_median,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
88503,common_rows,calibration_median,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
