outer_fold_patient_id,evaluation_mode,normalization,classifier,training_patient_count,test_patient_count,training_rows_before_exclusion,training_rows_after_exclusion,test_rows_before_exclusion,test_rows_after_exclusion,training_class_0_rows,training_class_1_rows,test_class_0_rows,test_class_1_rows,starting_feature_count,post_variance_feature_count,post_top_k_feature_count,final_feature_count,imputation_fit_on_training_only,variance_filter_fit_on_training_only,ranking_fit_on_training_only,correlation_pruning_fit_on_training_only,scaler_applicable,scaler_fit_on_training_only,no_patient_overlap,finite_train_matrix,finite_test_matrix,calibration_rows_excluded_correctly
638,native_rows,none,logistic_regression,19,1,1223,1223,60,60,561,662,24,36,34,34,20,15,True,True,True,True,True,True,True,True,True,True
638,native_rows,none,extra_trees,19,1,1223,1223,60,60,561,662,24,36,34,34,20,15,True,True,True,True,False,,True,True,True,True
638,native_rows,none,random_forest,19,1,1223,1223,60,60,561,662,24,36,34,34,20,15,True,True,True,True,False,,True,True,True,True
638,native_rows,jackknife_median,logistic_regression,19,1,1223,1223,60,60,561,662,24,36,34,34,20,17,True,True,True,True,True,True,True,True,True,True
638,native_rows,jackknife_median,extra_trees,19,1,1223,1223,60,60,561,662,24,36,34,34,20,17,True,True,True,True,False,,True,True,True,True
638,native_rows,jackknife_median,random_forest,19,1,1223,1223,60,60,561,662,24,36,34,34,20,17,True,True,True,True,False,,True,True,True,True
638,native_rows,calibration_median,logistic_regression,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,True,True,True,True,True,True
638,native_rows,calibration_median,extra_trees,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,False,,True,True,True,True
638,native_rows,calibration_median,random_forest,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,False,,True,True,True,True
638,native_rows,calibration_median_iqr,logistic_regression,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,True,True,True,True,True,True
638,native_rows,calibration_median_iqr,extra_trees,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,False,,True,True,True,True
638,native_rows,calibration_median_iqr,random_forest,19,1,1223,1033,60,50,371,662,14,36,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,common_rows,none,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,15,True,True,True,True,True,True,True,True,True,True
906,common_rows,none,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,15,True,True,True,True,False,,True,True,True,True
906,common_rows,none,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,15,True,True,True,True,False,,True,True,True,True
906,common_rows,jackknife_median,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,17,True,True,True,True,True,True,True,True,True,True
906,common_rows,jackknife_median,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,17,True,True,True,True,False,,True,True,True,True
906,common_rows,jackknife_median,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,17,True,True,True,True,False,,True,True,True,True
906,common_rows,calibration_median,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,True,True,True,True,True,True
906,common_rows,calibration_median,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,common_rows,calibration_median,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,common_rows,calibration_median_iqr,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,True,True,True,True,True,True
906,common_rows,calibration_median_iqr,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,common_rows,calibration_median_iqr,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,none,logistic_regression,19,1,1225,1225,58,58,555,670,30,28,34,34,20,16,True,True,True,True,True,True,True,True,True,True
906,native_rows,none,extra_trees,19,1,1225,1225,58,58,555,670,30,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,none,random_forest,19,1,1225,1225,58,58,555,670,30,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,jackknife_median,logistic_regression,19,1,1225,1225,58,58,555,670,30,28,34,34,20,17,True,True,True,True,True,True,True,True,True,True
906,native_rows,jackknife_median,extra_trees,19,1,1225,1225,58,58,555,670,30,28,34,34,20,17,True,True,True,True,False,,True,True,True,True
906,native_rows,jackknife_median,random_forest,19,1,1225,1225,58,58,555,670,30,28,34,34,20,17,True,True,True,True,False,,True,True,True,True
906,native_rows,calibration_median,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,True,True,True,True,True,True
906,native_rows,calibration_median,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,calibration_median,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,calibration_median_iqr,logistic_regression,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,True,True,True,True,True,True
906,native_rows,calibration_median_iqr,extra_trees,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
906,native_rows,calibration_median_iqr,random_forest,19,1,1225,1035,58,48,365,670,20,28,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,common_rows,none,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,15,True,True,True,True,True,True,True,True,True,True
1049,common_rows,none,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,15,True,True,True,True,False,,True,True,True,True
1049,common_rows,none,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,15,True,True,True,True,False,,True,True,True,True
1049,common_rows,jackknife_median,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,17,True,True,True,True,True,True,True,True,True,True
1049,common_rows,jackknife_median,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,17,True,True,True,True,False,,True,True,True,True
1049,common_rows,jackknife_median,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,17,True,True,True,True,False,,True,True,True,True
1049,common_rows,calibration_median,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1049,common_rows,calibration_median,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,common_rows,calibration_median,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,common_rows,calibration_median_iqr,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1049,common_rows,calibration_median_iqr,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,common_rows,calibration_median_iqr,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,none,logistic_regression,19,1,1222,1222,61,61,555,667,30,31,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1049,native_rows,none,extra_trees,19,1,1222,1222,61,61,555,667,30,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,none,random_forest,19,1,1222,1222,61,61,555,667,30,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,jackknife_median,logistic_regression,19,1,1222,1222,61,61,555,667,30,31,34,34,20,17,True,True,True,True,True,True,True,True,True,True
1049,native_rows,jackknife_median,extra_trees,19,1,1222,1222,61,61,555,667,30,31,34,34,20,17,True,True,True,True,False,,True,True,True,True
1049,native_rows,jackknife_median,random_forest,19,1,1222,1222,61,61,555,667,30,31,34,34,20,17,True,True,True,True,False,,True,True,True,True
1049,native_rows,calibration_median,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1049,native_rows,calibration_median,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,calibration_median,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,calibration_median_iqr,logistic_regression,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1049,native_rows,calibration_median_iqr,extra_trees,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1049,native_rows,calibration_median_iqr,random_forest,19,1,1222,1032,61,51,365,667,20,31,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,none,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,15,True,True,True,True,True,True,True,True,True,True
1855,common_rows,none,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,15,True,True,True,True,False,,True,True,True,True
1855,common_rows,none,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,15,True,True,True,True,False,,True,True,True,True
1855,common_rows,jackknife_median,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,common_rows,jackknife_median,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,jackknife_median,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,calibration_median,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,common_rows,calibration_median,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,calibration_median,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,calibration_median_iqr,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,common_rows,calibration_median_iqr,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,common_rows,calibration_median_iqr,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,none,logistic_regression,19,1,1222,1222,61,61,556,666,29,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,native_rows,none,extra_trees,19,1,1222,1222,61,61,556,666,29,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,none,random_forest,19,1,1222,1222,61,61,556,666,29,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,jackknife_median,logistic_regression,19,1,1222,1222,61,61,556,666,29,32,34,34,20,17,True,True,True,True,True,True,True,True,True,True
1855,native_rows,jackknife_median,extra_trees,19,1,1222,1222,61,61,556,666,29,32,34,34,20,17,True,True,True,True,False,,True,True,True,True
1855,native_rows,jackknife_median,random_forest,19,1,1222,1222,61,61,556,666,29,32,34,34,20,17,True,True,True,True,False,,True,True,True,True
1855,native_rows,calibration_median,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,native_rows,calibration_median,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,calibration_median,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,calibration_median_iqr,logistic_regression,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,True,True,True,True,True,True
1855,native_rows,calibration_median_iqr,extra_trees,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
1855,native_rows,calibration_median_iqr,random_forest,19,1,1222,1032,61,51,366,666,19,32,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,none,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,15,True,True,True,True,True,True,True,True,True,True
8452,common_rows,none,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,15,True,True,True,True,False,,True,True,True,True
8452,common_rows,none,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,15,True,True,True,True,False,,True,True,True,True
8452,common_rows,jackknife_median,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,common_rows,jackknife_median,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,jackknife_median,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,calibration_median,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,common_rows,calibration_median,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,calibration_median,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,calibration_median_iqr,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,common_rows,calibration_median_iqr,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,common_rows,calibration_median_iqr,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,none,logistic_regression,19,1,1194,1194,89,89,555,639,30,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,native_rows,none,extra_trees,19,1,1194,1194,89,89,555,639,30,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,none,random_forest,19,1,1194,1194,89,89,555,639,30,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,jackknife_median,logistic_regression,19,1,1194,1194,89,89,555,639,30,59,34,34,20,17,True,True,True,True,True,True,True,True,True,True
8452,native_rows,jackknife_median,extra_trees,19,1,1194,1194,89,89,555,639,30,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
8452,native_rows,jackknife_median,random_forest,19,1,1194,1194,89,89,555,639,30,59,34,34,20,17,True,True,True,True,False,,True,True,True,True
8452,native_rows,calibration_median,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,native_rows,calibration_median,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,calibration_median,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,calibration_median_iqr,logistic_regression,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,True,True,True,True,True,True
8452,native_rows,calibration_median_iqr,extra_trees,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
8452,native_rows,calibration_median_iqr,random_forest,19,1,1194,1004,89,79,365,639,20,59,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,common_rows,none,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,True,True,True,True,True,True
10013,common_rows,none,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
10013,common_rows,none,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
10013,common_rows,jackknife_median,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,17,True,True,True,True,True,True,True,True,True,True
10013,common_rows,jackknife_median,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
10013,common_rows,jackknife_median,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
10013,common_rows,calibration_median,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
10013,common_rows,calibration_median,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,common_rows,calibration_median,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,common_rows,calibration_median_iqr,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
10013,common_rows,calibration_median_iqr,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,common_rows,calibration_median_iqr,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,none,logistic_regression,19,1,1223,1223,60,60,555,668,30,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
10013,native_rows,none,extra_trees,19,1,1223,1223,60,60,555,668,30,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,none,random_forest,19,1,1223,1223,60,60,555,668,30,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,jackknife_median,logistic_regression,19,1,1223,1223,60,60,555,668,30,30,34,34,20,17,True,True,True,True,True,True,True,True,True,True
10013,native_rows,jackknife_median,extra_trees,19,1,1223,1223,60,60,555,668,30,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
10013,native_rows,jackknife_median,random_forest,19,1,1223,1223,60,60,555,668,30,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
10013,native_rows,calibration_median,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
10013,native_rows,calibration_median,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,calibration_median,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,calibration_median_iqr,logistic_regression,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
10013,native_rows,calibration_median_iqr,extra_trees,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
10013,native_rows,calibration_median_iqr,random_forest,19,1,1223,1033,60,50,365,668,20,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,none,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,15,True,True,True,True,True,True,True,True,True,True
26398,common_rows,none,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
26398,common_rows,none,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
26398,common_rows,jackknife_median,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26398,common_rows,jackknife_median,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,jackknife_median,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,calibration_median,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26398,common_rows,calibration_median,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,calibration_median,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,calibration_median_iqr,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26398,common_rows,calibration_median_iqr,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,common_rows,calibration_median_iqr,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,native_rows,none,logistic_regression,19,1,1225,1225,58,58,557,668,28,30,34,34,20,15,True,True,True,True,True,True,True,True,True,True
26398,native_rows,none,extra_trees,19,1,1225,1225,58,58,557,668,28,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
26398,native_rows,none,random_forest,19,1,1225,1225,58,58,557,668,28,30,34,34,20,15,True,True,True,True,False,,True,True,True,True
26398,native_rows,jackknife_median,logistic_regression,19,1,1225,1225,58,58,557,668,28,30,34,34,20,17,True,True,True,True,True,True,True,True,True,True
26398,native_rows,jackknife_median,extra_trees,19,1,1225,1225,58,58,557,668,28,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
26398,native_rows,jackknife_median,random_forest,19,1,1225,1225,58,58,557,668,28,30,34,34,20,17,True,True,True,True,False,,True,True,True,True
26398,native_rows,calibration_median,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26398,native_rows,calibration_median,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,native_rows,calibration_median,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,native_rows,calibration_median_iqr,logistic_regression,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,True,True,True,True,True,True
26398,native_rows,calibration_median_iqr,extra_trees,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26398,native_rows,calibration_median_iqr,random_forest,19,1,1225,1035,58,48,367,668,18,30,34,34,20,16,True,True,True,True,False,,True,True,True,True
26502,common_rows,none,logistic_regression,19,1,1196,1006,87,77,366,640,19,58,34,34,20,15,True,True,True,True,True,True,True,True,True,True
26502,common_rows,none,extra_trees,19,1,1196,1006,87,77,366,640,19,58,34,34,20,15,True,True,True,True,False,,True,True,True,True
