patient_count,primary_configuration_count,selected_stable_feature_count,clinical_summary_file_found,clinical_flags_file_found,qc_file_found,patients_matched_to_clinical_summary,patients_matched_to_clinical_flags,patients_matched_to_qc,feature_separation_rows,continuous_clinical_association_rows,grouped_clinical_comparison_rows,representative_patient_count,figures_created_png,figures_created_pdf,all_prediction_checks_passed,all_patient_matching_checks_passed,all_effect_sizes_finite_where_expected,all_figure_data_files_created
20,2,11,False,False,True,0,0,20,220,0,0,3,6,6,True,True,True,True
