outer_fold_patient_id,evaluation_mode,normalization,classifier,removed_feature,retained_feature,absolute_spearman_correlation,threshold
8452,common_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.9804689161391369,0.9
8452,common_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.9396701374736467,0.9
8452,common_rows,jackknife_median,random_forest,permutation_entropy,slope_sign_change_count,0.9938942761603967,0.9
8452,common_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,common_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,common_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,common_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,common_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,common_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,common_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,common_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,common_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,common_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,common_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,common_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,common_rows,calibration_median_iqr,logistic_regression,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,common_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,common_rows,calibration_median_iqr,logistic_regression,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,common_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
8452,common_rows,calibration_median_iqr,extra_trees,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,common_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,common_rows,calibration_median_iqr,extra_trees,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,common_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
8452,common_rows,calibration_median_iqr,random_forest,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,common_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,common_rows,calibration_median_iqr,random_forest,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,common_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
8452,native_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.940754405605345,0.9
8452,native_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9687597132287327,0.9
8452,native_rows,none,logistic_regression,hjorth_complexity,median_frequency,0.9323746856135148,0.9
8452,native_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.9125663565277523,0.9
8452,native_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.940754405605345,0.9
8452,native_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9687597132287327,0.9
8452,native_rows,none,extra_trees,hjorth_complexity,median_frequency,0.9323746856135148,0.9
8452,native_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.9125663565277523,0.9
8452,native_rows,none,random_forest,root_mean_square,mean_absolute_value,0.940754405605345,0.9
8452,native_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9687597132287327,0.9
8452,native_rows,none,random_forest,hjorth_complexity,median_frequency,0.9323746856135148,0.9
8452,native_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,0.9125663565277523,0.9
8452,native_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9604375114656216,0.9
8452,native_rows,jackknife_median,logistic_regression,mean_frequency,svd_entropy,0.9330327790280459,0.9
8452,native_rows,jackknife_median,logistic_regression,hjorth_mobility,svd_entropy,0.977683864862617,0.9
8452,native_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9604375114656216,0.9
8452,native_rows,jackknife_median,extra_trees,mean_frequency,svd_entropy,0.9330327790280459,0.9
8452,native_rows,jackknife_median,extra_trees,hjorth_mobility,svd_entropy,0.977683864862617,0.9
8452,native_rows,jackknife_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9604375114656216,0.9
8452,native_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.9330327790280459,0.9
8452,native_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.977683864862617,0.9
8452,native_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,native_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,native_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,native_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,native_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,native_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,native_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,native_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,native_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9805010253179334,0.9
8452,native_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.9497455424651893,0.9
8452,native_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9698228855089012,0.9
8452,native_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9923345607523747,0.9
8452,native_rows,calibration_median_iqr,logistic_regression,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,native_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,native_rows,calibration_median_iqr,logistic_regression,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,native_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
8452,native_rows,calibration_median_iqr,extra_trees,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,native_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,native_rows,calibration_median_iqr,extra_trees,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,native_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
8452,native_rows,calibration_median_iqr,random_forest,svd_entropy,hjorth_mobility,0.9863338094179138,0.9
8452,native_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,hjorth_mobility,0.9580838740838791,0.9
8452,native_rows,calibration_median_iqr,random_forest,mean_frequency,hjorth_mobility,0.9870218801880616,0.9
8452,native_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9957367826722049,0.9
10013,common_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.9083817313264843,0.9
10013,common_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9645401646698054,0.9
10013,common_rows,none,logistic_regression,permutation_entropy,slope_sign_change_count,0.9979008869118857,0.9
10013,common_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.906232425413646,0.9
10013,common_rows,none,logistic_regression,hjorth_complexity,median_frequency,0.9250758764905481,0.9
10013,common_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.9083817313264843,0.9
10013,common_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9645401646698054,0.9
10013,common_rows,none,extra_trees,permutation_entropy,slope_sign_change_count,0.9979008869118857,0.9
10013,common_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.906232425413646,0.9
10013,common_rows,none,extra_trees,hjorth_complexity,median_frequency,0.9250758764905481,0.9
10013,common_rows,none,random_forest,root_mean_square,mean_absolute_value,0.9083817313264843,0.9
10013,common_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9645401646698054,0.9
10013,common_rows,none,random_forest,permutation_entropy,slope_sign_change_count,0.9979008869118857,0.9
10013,common_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,0.906232425413646,0.9
10013,common_rows,none,random_forest,hjorth_complexity,median_frequency,0.9250758764905481,0.9
10013,common_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9662862307820164,0.9
10013,common_rows,jackknife_median,logistic_regression,hjorth_mobility,svd_entropy,0.9782895630378953,0.9
10013,common_rows,jackknife_median,logistic_regression,mean_frequency,svd_entropy,0.9343786963104075,0.9
10013,common_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9662862307820164,0.9
10013,common_rows,jackknife_median,extra_trees,hjorth_mobility,svd_entropy,0.9782895630378953,0.9
10013,common_rows,jackknife_median,extra_trees,mean_frequency,svd_entropy,0.9343786963104075,0.9
10013,common_rows,jackknife_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9662862307820164,0.9
10013,common_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.9782895630378953,0.9
10013,common_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.9343786963104075,0.9
10013,common_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,common_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,common_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,common_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,common_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,common_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,common_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,common_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,common_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,common_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,common_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,common_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,common_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,common_rows,calibration_median_iqr,logistic_regression,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,common_rows,calibration_median_iqr,logistic_regression,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,common_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
10013,common_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,common_rows,calibration_median_iqr,extra_trees,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,common_rows,calibration_median_iqr,extra_trees,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,common_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
10013,common_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,common_rows,calibration_median_iqr,random_forest,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,common_rows,calibration_median_iqr,random_forest,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,common_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
10013,native_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.904593216886435,0.9
10013,native_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.907259092210232,0.9
10013,native_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9648695904578922,0.9
10013,native_rows,none,logistic_regression,hjorth_complexity,median_frequency,0.9288576908736819,0.9
10013,native_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.904593216886435,0.9
10013,native_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.907259092210232,0.9
10013,native_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9648695904578922,0.9
10013,native_rows,none,extra_trees,hjorth_complexity,median_frequency,0.9288576908736819,0.9
10013,native_rows,none,random_forest,root_mean_square,mean_absolute_value,0.904593216886435,0.9
10013,native_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,0.907259092210232,0.9
10013,native_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9648695904578922,0.9
10013,native_rows,none,random_forest,hjorth_complexity,median_frequency,0.9288576908736819,0.9
10013,native_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.961288323142675,0.9
10013,native_rows,jackknife_median,logistic_regression,mean_frequency,svd_entropy,0.9281879043355215,0.9
10013,native_rows,jackknife_median,logistic_regression,hjorth_mobility,svd_entropy,0.9755077112109154,0.9
10013,native_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.961288323142675,0.9
10013,native_rows,jackknife_median,extra_trees,mean_frequency,svd_entropy,0.9281879043355215,0.9
10013,native_rows,jackknife_median,extra_trees,hjorth_mobility,svd_entropy,0.9755077112109154,0.9
10013,native_rows,jackknife_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.961288323142675,0.9
10013,native_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.9281879043355215,0.9
10013,native_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.9755077112109154,0.9
10013,native_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,native_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,native_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,native_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,native_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,native_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,native_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,native_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,native_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.970581435192731,0.9
10013,native_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.9411029739090426,0.9
10013,native_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9933686800195722,0.9
10013,native_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9759805114153192,0.9
10013,native_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,native_rows,calibration_median_iqr,logistic_regression,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,native_rows,calibration_median_iqr,logistic_regression,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,native_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
10013,native_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,native_rows,calibration_median_iqr,extra_trees,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,native_rows,calibration_median_iqr,extra_trees,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,native_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
10013,native_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,hjorth_mobility,0.9460240213828026,0.9
10013,native_rows,calibration_median_iqr,random_forest,mean_frequency,median_frequency,0.9175040561301616,0.9
10013,native_rows,calibration_median_iqr,random_forest,svd_entropy,hjorth_mobility,0.9784525528679482,0.9
10013,native_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9954867313775921,0.9
26398,common_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.9137605450278901,0.9
26398,common_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9652846907240987,0.9
26398,common_rows,none,logistic_regression,permutation_entropy,slope_sign_change_count,0.9981938462256986,0.9
26398,common_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.9032100567715738,0.9
26398,common_rows,none,logistic_regression,median_frequency,hjorth_complexity,0.9463703608939502,0.9
26398,common_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.9137605450278901,0.9
26398,common_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9652846907240987,0.9
26398,common_rows,none,extra_trees,permutation_entropy,slope_sign_change_count,0.9981938462256986,0.9
26398,common_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.9032100567715738,0.9
26398,common_rows,none,extra_trees,median_frequency,hjorth_complexity,0.9463703608939502,0.9
26398,common_rows,none,random_forest,root_mean_square,mean_absolute_value,0.9137605450278901,0.9
26398,common_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9652846907240987,0.9
26398,common_rows,none,random_forest,permutation_entropy,slope_sign_change_count,0.9981938462256986,0.9
26398,common_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,0.9032100567715738,0.9
26398,common_rows,none,random_forest,median_frequency,hjorth_complexity,0.9463703608939502,0.9
26398,common_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.967862795337356,0.9
26398,common_rows,jackknife_median,logistic_regression,hjorth_mobility,svd_entropy,0.9795393528973547,0.9
26398,common_rows,jackknife_median,logistic_regression,mean_frequency,svd_entropy,0.9386548688121306,0.9
26398,common_rows,jackknife_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9944039178150597,0.9
26398,common_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.967862795337356,0.9
26398,common_rows,jackknife_median,extra_trees,hjorth_mobility,svd_entropy,0.9795393528973547,0.9
26398,common_rows,jackknife_median,extra_trees,mean_frequency,svd_entropy,0.9386548688121306,0.9
26398,common_rows,jackknife_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9944039178150597,0.9
26398,common_rows,jackknife_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.967862795337356,0.9
26398,common_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.9795393528973547,0.9
26398,common_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.9386548688121306,0.9
26398,common_rows,jackknife_median,random_forest,permutation_entropy,slope_sign_change_count,0.9944039178150597,0.9
26398,common_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,common_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,common_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,common_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,common_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,common_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,common_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,common_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,common_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,common_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,common_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,common_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,common_rows,calibration_median_iqr,logistic_regression,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,common_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,common_rows,calibration_median_iqr,logistic_regression,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,common_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26398,common_rows,calibration_median_iqr,extra_trees,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,common_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,common_rows,calibration_median_iqr,extra_trees,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,common_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26398,common_rows,calibration_median_iqr,random_forest,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,common_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,common_rows,calibration_median_iqr,random_forest,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,common_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26398,native_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.9100736150904081,0.9
26398,native_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9667433759800821,0.9
26398,native_rows,none,logistic_regression,hjorth_complexity,median_frequency,0.9491332324120513,0.9
26398,native_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.906350566327673,0.9
26398,native_rows,none,logistic_regression,slope_sign_change_count,permutation_entropy,0.9983920248543967,0.9
26398,native_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.9100736150904081,0.9
26398,native_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9667433759800821,0.9
26398,native_rows,none,extra_trees,hjorth_complexity,median_frequency,0.9491332324120513,0.9
26398,native_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.906350566327673,0.9
26398,native_rows,none,extra_trees,slope_sign_change_count,permutation_entropy,0.9983920248543967,0.9
26398,native_rows,none,random_forest,root_mean_square,mean_absolute_value,0.9100736150904081,0.9
26398,native_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9667433759800821,0.9
26398,native_rows,none,random_forest,hjorth_complexity,median_frequency,0.9491332324120513,0.9
26398,native_rows,none,random_forest,hjorth_mobility,spectral_edge_frequency_95,0.906350566327673,0.9
26398,native_rows,none,random_forest,slope_sign_change_count,permutation_entropy,0.9983920248543967,0.9
26398,native_rows,jackknife_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9629706760355039,0.9
26398,native_rows,jackknife_median,logistic_regression,hjorth_mobility,svd_entropy,0.97669918211983,0.9
26398,native_rows,jackknife_median,logistic_regression,mean_frequency,svd_entropy,0.93158417037288,0.9
26398,native_rows,jackknife_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9629706760355039,0.9
26398,native_rows,jackknife_median,extra_trees,hjorth_mobility,svd_entropy,0.97669918211983,0.9
26398,native_rows,jackknife_median,extra_trees,mean_frequency,svd_entropy,0.93158417037288,0.9
26398,native_rows,jackknife_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9629706760355039,0.9
26398,native_rows,jackknife_median,random_forest,hjorth_mobility,svd_entropy,0.97669918211983,0.9
26398,native_rows,jackknife_median,random_forest,mean_frequency,svd_entropy,0.93158417037288,0.9
26398,native_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,native_rows,calibration_median,logistic_regression,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,native_rows,calibration_median,logistic_regression,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,native_rows,calibration_median,logistic_regression,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,native_rows,calibration_median,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,native_rows,calibration_median,extra_trees,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,native_rows,calibration_median,extra_trees,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,native_rows,calibration_median,extra_trees,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,native_rows,calibration_median,random_forest,spectral_edge_frequency_95,svd_entropy,0.9724623502606852,0.9
26398,native_rows,calibration_median,random_forest,hjorth_mobility,svd_entropy,0.9770176810879864,0.9
26398,native_rows,calibration_median,random_forest,mean_frequency,svd_entropy,0.943663729325154,0.9
26398,native_rows,calibration_median,random_forest,permutation_entropy,slope_sign_change_count,0.9922683749262625,0.9
26398,native_rows,calibration_median_iqr,logistic_regression,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,native_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,native_rows,calibration_median_iqr,logistic_regression,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,native_rows,calibration_median_iqr,logistic_regression,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26398,native_rows,calibration_median_iqr,extra_trees,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,native_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,native_rows,calibration_median_iqr,extra_trees,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,native_rows,calibration_median_iqr,extra_trees,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26398,native_rows,calibration_median_iqr,random_forest,hjorth_mobility,svd_entropy,0.9792827968591151,0.9
26398,native_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,svd_entropy,0.9761877811831559,0.9
26398,native_rows,calibration_median_iqr,random_forest,mean_frequency,svd_entropy,0.9452220388390601,0.9
26398,native_rows,calibration_median_iqr,random_forest,permutation_entropy,slope_sign_change_count,0.9958462518272141,0.9
26502,common_rows,none,logistic_regression,root_mean_square,mean_absolute_value,0.9327849647582792,0.9
26502,common_rows,none,logistic_regression,svd_entropy,spectral_edge_frequency_95,0.9663556257498658,0.9
26502,common_rows,none,logistic_regression,hjorth_complexity,median_frequency,0.9300928749929981,0.9
26502,common_rows,none,logistic_regression,slope_sign_change_count,permutation_entropy,0.9981259803676114,0.9
26502,common_rows,none,logistic_regression,hjorth_mobility,spectral_edge_frequency_95,0.9099259811744188,0.9
26502,common_rows,none,extra_trees,root_mean_square,mean_absolute_value,0.9327849647582792,0.9
26502,common_rows,none,extra_trees,svd_entropy,spectral_edge_frequency_95,0.9663556257498658,0.9
26502,common_rows,none,extra_trees,hjorth_complexity,median_frequency,0.9300928749929981,0.9
26502,common_rows,none,extra_trees,slope_sign_change_count,permutation_entropy,0.9981259803676114,0.9
26502,common_rows,none,extra_trees,hjorth_mobility,spectral_edge_frequency_95,0.9099259811744188,0.9
26502,common_rows,none,random_forest,root_mean_square,mean_absolute_value,0.9327849647582792,0.9
26502,common_rows,none,random_forest,svd_entropy,spectral_edge_frequency_95,0.9663556257498658,0.9
26502,common_rows,none,random_forest,hjorth_complexity,median_frequency,0.9300928749929981,0.9
