outer_fold_patient_id,evaluation_mode,normalization,classifier,roc_auc,average_precision,accuracy,sensitivity,specificity,balanced_accuracy,evaluated_rows,class_0_rows,class_1_rows
26502,common_rows,jackknife_median,random_forest,0.9514519056261342,0.9826585883375365,0.7662337662337663,0.7068965517241379,0.9473684210526315,0.8271324863883847,77,19,58
26502,common_rows,calibration_median,logistic_regression,0.6361161524500907,0.8500016954945013,0.3246753246753247,0.10344827586206896,1.0,0.5517241379310345,77,19,58
26502,common_rows,calibration_median,extra_trees,0.8516333938294011,0.9430006722301769,0.33766233766233766,0.1206896551724138,1.0,0.5603448275862069,77,19,58
26502,common_rows,calibration_median,random_forest,0.8702359346642469,0.9497071743497019,0.36363636363636365,0.15517241379310345,1.0,0.5775862068965517,77,19,58
26502,common_rows,calibration_median_iqr,logistic_regression,0.19509981851179675,0.6157319297773486,0.24675324675324675,0.034482758620689655,0.8947368421052632,0.4646098003629764,77,19,58
26502,common_rows,calibration_median_iqr,extra_trees,0.8607078039927405,0.946271731195928,0.6103896103896104,0.5172413793103449,0.8947368421052632,0.705989110707804,77,19,58
26502,common_rows,calibration_median_iqr,random_forest,0.8729582577132486,0.9428445273899967,0.6753246753246753,0.6206896551724138,0.8421052631578947,0.7313974591651542,77,19,58
26502,native_rows,none,logistic_regression,0.5808561236623068,0.7640865359144252,0.3333333333333333,0.0,1.0,0.5,87,29,58
26502,native_rows,none,extra_trees,0.44708680142687274,0.6309197780801586,0.3448275862068966,0.034482758620689655,0.9655172413793104,0.5,87,29,58
26502,native_rows,none,random_forest,0.8112366230677764,0.8688477836307804,0.3333333333333333,0.0,1.0,0.5,87,29,58
26502,native_rows,jackknife_median,logistic_regression,0.4464922711058264,0.664616971257288,0.367816091954023,0.05172413793103448,1.0,0.5258620689655172,87,29,58
26502,native_rows,jackknife_median,extra_trees,0.9729488703923901,0.9850783001225892,0.4367816091954023,0.15517241379310345,1.0,0.5775862068965517,87,29,58
26502,native_rows,jackknife_median,random_forest,0.9595719381688467,0.9788696308194301,0.6551724137931034,0.4827586206896552,1.0,0.7413793103448276,87,29,58
26502,native_rows,calibration_median,logistic_regression,0.6361161524500907,0.8500016954945013,0.3246753246753247,0.10344827586206896,1.0,0.5517241379310345,77,19,58
26502,native_rows,calibration_median,extra_trees,0.8516333938294011,0.9430006722301769,0.33766233766233766,0.1206896551724138,1.0,0.5603448275862069,77,19,58
26502,native_rows,calibration_median,random_forest,0.8702359346642469,0.9497071743497019,0.36363636363636365,0.15517241379310345,1.0,0.5775862068965517,77,19,58
26502,native_rows,calibration_median_iqr,logistic_regression,0.19509981851179675,0.6157319297773486,0.24675324675324675,0.034482758620689655,0.8947368421052632,0.4646098003629764,77,19,58
26502,native_rows,calibration_median_iqr,extra_trees,0.8607078039927405,0.946271731195928,0.6103896103896104,0.5172413793103449,0.8947368421052632,0.705989110707804,77,19,58
26502,native_rows,calibration_median_iqr,random_forest,0.8729582577132486,0.9428445273899967,0.6753246753246753,0.6206896551724138,0.8421052631578947,0.7313974591651542,77,19,58
27245,common_rows,none,logistic_regression,0.23258003766478344,0.6374297863559613,0.15584415584415584,0.0,0.6666666666666666,0.3333333333333333,77,18,59
27245,common_rows,none,extra_trees,0.1275894538606403,0.605684303316552,0.7662337662337663,1.0,0.0,0.5,77,18,59
27245,common_rows,none,random_forest,0.1953860640301318,0.6332302053410201,0.7662337662337663,1.0,0.0,0.5,77,18,59
27245,common_rows,jackknife_median,logistic_regression,0.20903954802259886,0.6281179813280662,0.3246753246753247,0.288135593220339,0.4444444444444444,0.3662900188323917,77,18,59
27245,common_rows,jackknife_median,extra_trees,0.42467043314500946,0.6895372072449187,0.5324675324675324,0.559322033898305,0.4444444444444444,0.5018832391713748,77,18,59
27245,common_rows,jackknife_median,random_forest,0.4227871939736346,0.6860291916219363,0.6233766233766234,0.6949152542372882,0.3888888888888889,0.5419020715630886,77,18,59
27245,common_rows,calibration_median,logistic_regression,0.21563088512241055,0.633000291645547,0.33766233766233766,0.3050847457627119,0.4444444444444444,0.3747645951035782,77,18,59
27245,common_rows,calibration_median,extra_trees,0.44067796610169485,0.685585460280556,0.24675324675324675,0.1694915254237288,0.5,0.3347457627118644,77,18,59
27245,common_rows,calibration_median,random_forest,0.3013182674199623,0.6481107129674906,0.6103896103896104,0.7457627118644068,0.16666666666666666,0.4562146892655367,77,18,59
27245,common_rows,calibration_median_iqr,logistic_regression,0.24952919020715628,0.63570233855645,0.18181818181818182,0.03389830508474576,0.6666666666666666,0.3502824858757062,77,18,59
27245,common_rows,calibration_median_iqr,extra_trees,0.4670433145009416,0.6930289028065613,0.15584415584415584,0.0,0.6666666666666666,0.3333333333333333,77,18,59
27245,common_rows,calibration_median_iqr,random_forest,0.5004708097928436,0.7089760836841364,0.23376623376623376,0.11864406779661017,0.6111111111111112,0.3648775894538607,77,18,59
27245,native_rows,none,logistic_regression,0.2814769975786925,0.5707894530861684,0.25287356321839083,0.0,0.7857142857142857,0.39285714285714285,87,28,59
27245,native_rows,none,extra_trees,0.2221549636803874,0.5310042178960486,0.6781609195402298,1.0,0.0,0.5,87,28,59
27245,native_rows,none,random_forest,0.27996368038740926,0.5527231299425315,0.6436781609195402,0.847457627118644,0.21428571428571427,0.5308716707021791,87,28,59
27245,native_rows,jackknife_median,logistic_regression,0.28934624697336564,0.5614485155058224,0.3448275862068966,0.23728813559322035,0.5714285714285714,0.4043583535108959,87,28,59
27245,native_rows,jackknife_median,extra_trees,0.5814164648910412,0.6717513105994352,0.3103448275862069,0.1016949152542373,0.75,0.4258474576271186,87,28,59
27245,native_rows,jackknife_median,random_forest,0.6119854721549637,0.6859919284010791,0.3103448275862069,0.0847457627118644,0.7857142857142857,0.43523002421307505,87,28,59
27245,native_rows,calibration_median,logistic_regression,0.21563088512241055,0.633000291645547,0.33766233766233766,0.3050847457627119,0.4444444444444444,0.3747645951035782,77,18,59
27245,native_rows,calibration_median,extra_trees,0.44067796610169485,0.685585460280556,0.24675324675324675,0.1694915254237288,0.5,0.3347457627118644,77,18,59
27245,native_rows,calibration_median,random_forest,0.3013182674199623,0.6481107129674906,0.6103896103896104,0.7457627118644068,0.16666666666666666,0.4562146892655367,77,18,59
27245,native_rows,calibration_median_iqr,logistic_regression,0.24952919020715628,0.63570233855645,0.18181818181818182,0.03389830508474576,0.6666666666666666,0.3502824858757062,77,18,59
27245,native_rows,calibration_median_iqr,extra_trees,0.4670433145009416,0.6930289028065613,0.15584415584415584,0.0,0.6666666666666666,0.3333333333333333,77,18,59
27245,native_rows,calibration_median_iqr,random_forest,0.5004708097928436,0.7089760836841364,0.23376623376623376,0.11864406779661017,0.6111111111111112,0.3648775894538607,77,18,59
30071,common_rows,none,logistic_regression,0.048979591836734684,0.5110775602146181,0.08695652173913043,0.02040816326530612,0.25,0.13520408163265307,69,20,49
30071,common_rows,none,extra_trees,0.17448979591836733,0.5704971861881014,0.4782608695652174,0.673469387755102,0.0,0.336734693877551,69,20,49
30071,common_rows,none,random_forest,0.4857142857142857,0.7096951062161018,0.2753623188405797,0.04081632653061224,0.85,0.44540816326530613,69,20,49
30071,common_rows,jackknife_median,logistic_regression,0.44489795918367353,0.7634070099661758,0.4492753623188406,0.22448979591836735,1.0,0.6122448979591837,69,20,49
30071,common_rows,jackknife_median,extra_trees,1.0,1.0,1.0,1.0,1.0,1.0,69,20,49
30071,common_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,69,20,49
30071,common_rows,calibration_median,logistic_regression,0.6193877551020409,0.8381576599402234,0.5072463768115942,0.32653061224489793,0.95,0.6382653061224489,69,20,49
30071,common_rows,calibration_median,extra_trees,1.0,1.0,0.8985507246376812,0.8571428571428571,1.0,0.9285714285714286,69,20,49
30071,common_rows,calibration_median,random_forest,1.0,1.0,0.8985507246376812,0.8571428571428571,1.0,0.9285714285714286,69,20,49
30071,common_rows,calibration_median_iqr,logistic_regression,0.9510204081632654,0.9827687265121432,0.7681159420289855,0.9795918367346939,0.25,0.6147959183673469,69,20,49
30071,common_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.9420289855072463,1.0,0.8,0.9,69,20,49
30071,common_rows,calibration_median_iqr,random_forest,1.0,1.0000000000000002,0.9710144927536232,1.0,0.9,0.95,69,20,49
30071,native_rows,none,logistic_regression,0.027210884353741492,0.41639538603652204,0.379746835443038,0.0,1.0,0.5,79,30,49
30071,native_rows,none,extra_trees,0.7370748299319728,0.8387862625906356,0.5063291139240507,0.20408163265306123,1.0,0.6020408163265306,79,30,49
30071,native_rows,none,random_forest,0.7261904761904762,0.8526431444314286,0.379746835443038,0.0,1.0,0.5,79,30,49
30071,native_rows,jackknife_median,logistic_regression,0.5795918367346938,0.788524350823363,0.569620253164557,0.30612244897959184,1.0,0.653061224489796,79,30,49
30071,native_rows,jackknife_median,extra_trees,1.0,1.0,1.0,1.0,1.0,1.0,79,30,49
30071,native_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,79,30,49
30071,native_rows,calibration_median,logistic_regression,0.6193877551020409,0.8381576599402234,0.5072463768115942,0.32653061224489793,0.95,0.6382653061224489,69,20,49
30071,native_rows,calibration_median,extra_trees,1.0,1.0,0.8985507246376812,0.8571428571428571,1.0,0.9285714285714286,69,20,49
30071,native_rows,calibration_median,random_forest,1.0,1.0,0.8985507246376812,0.8571428571428571,1.0,0.9285714285714286,69,20,49
30071,native_rows,calibration_median_iqr,logistic_regression,0.9510204081632654,0.9827687265121432,0.7681159420289855,0.9795918367346939,0.25,0.6147959183673469,69,20,49
30071,native_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.9420289855072463,1.0,0.8,0.9,69,20,49
30071,native_rows,calibration_median_iqr,random_forest,1.0,1.0000000000000002,0.9710144927536232,1.0,0.9,0.95,69,20,49
30851,common_rows,none,logistic_regression,0.5195652173913043,0.5944906439155966,0.4883720930232558,0.95,0.08695652173913043,0.5184782608695652,43,23,20
30851,common_rows,none,extra_trees,0.17282608695652174,0.33071321082091776,0.46511627906976744,1.0,0.0,0.5,43,23,20
30851,common_rows,none,random_forest,0.3489130434782609,0.39652300685217645,0.3488372093023256,0.75,0.0,0.375,43,23,20
30851,common_rows,jackknife_median,logistic_regression,0.717391304347826,0.6912760733513066,0.4883720930232558,0.25,0.6956521739130435,0.47282608695652173,43,23,20
30851,common_rows,jackknife_median,extra_trees,0.2978260869565218,0.37979138308426846,0.3488372093023256,0.7,0.043478260869565216,0.37173913043478257,43,23,20
30851,common_rows,jackknife_median,random_forest,0.43695652173913035,0.5157759788245315,0.3953488372093023,0.8,0.043478260869565216,0.4217391304347826,43,23,20
30851,common_rows,calibration_median,logistic_regression,0.6173913043478261,0.6270786591903661,0.3953488372093023,0.25,0.5217391304347826,0.3858695652173913,43,23,20
30851,common_rows,calibration_median,extra_trees,0.2891304347826087,0.40126313170728195,0.32558139534883723,0.35,0.30434782608695654,0.32717391304347826,43,23,20
30851,common_rows,calibration_median,random_forest,0.31739130434782614,0.38542583173901507,0.3953488372093023,0.5,0.30434782608695654,0.40217391304347827,43,23,20
30851,common_rows,calibration_median_iqr,logistic_regression,0.7739130434782608,0.7244361593681369,0.5813953488372093,0.5,0.6521739130434783,0.5760869565217391,43,23,20
30851,common_rows,calibration_median_iqr,extra_trees,0.4434782608695652,0.5343680030038082,0.37209302325581395,0.75,0.043478260869565216,0.3967391304347826,43,23,20
30851,common_rows,calibration_median_iqr,random_forest,0.5597826086956521,0.6563573798709025,0.3488372093023256,0.75,0.0,0.375,43,23,20
30851,native_rows,none,logistic_regression,0.6196969696969696,0.5533658363789548,0.41509433962264153,1.0,0.06060606060606061,0.5303030303030303,53,33,20
30851,native_rows,none,extra_trees,0.2598484848484849,0.27627508206843254,0.32075471698113206,0.7,0.09090909090909091,0.39545454545454545,53,33,20
30851,native_rows,none,random_forest,0.29924242424242425,0.3574764504255527,0.2830188679245283,0.75,0.0,0.375,53,33,20
30851,native_rows,jackknife_median,logistic_regression,0.6,0.5149592421883494,0.6415094339622641,0.25,0.8787878787878788,0.5643939393939394,53,33,20
30851,native_rows,jackknife_median,extra_trees,0.34621212121212125,0.32754329082068656,0.5094339622641509,0.55,0.48484848484848486,0.5174242424242425,53,33,20
30851,native_rows,jackknife_median,random_forest,0.39242424242424245,0.4954214421422017,0.49056603773584906,0.5,0.48484848484848486,0.49242424242424243,53,33,20
30851,native_rows,calibration_median,logistic_regression,0.6173913043478261,0.6270786591903661,0.3953488372093023,0.25,0.5217391304347826,0.3858695652173913,43,23,20
30851,native_rows,calibration_median,extra_trees,0.2891304347826087,0.40126313170728195,0.32558139534883723,0.35,0.30434782608695654,0.32717391304347826,43,23,20
30851,native_rows,calibration_median,random_forest,0.31739130434782614,0.38542583173901507,0.3953488372093023,0.5,0.30434782608695654,0.40217391304347827,43,23,20
30851,native_rows,calibration_median_iqr,logistic_regression,0.7739130434782608,0.7244361593681369,0.5813953488372093,0.5,0.6521739130434783,0.5760869565217391,43,23,20
30851,native_rows,calibration_median_iqr,extra_trees,0.4434782608695652,0.5343680030038082,0.37209302325581395,0.75,0.043478260869565216,0.3967391304347826,43,23,20
30851,native_rows,calibration_median_iqr,random_forest,0.5597826086956521,0.6563573798709025,0.3488372093023256,0.75,0.0,0.375,43,23,20
57091,common_rows,none,logistic_regression,0.15000000000000002,0.30058234905961234,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,common_rows,none,extra_trees,0.035,0.2722238127864205,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,common_rows,none,random_forest,0.05833333333333334,0.27808151672881076,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,common_rows,jackknife_median,logistic_regression,0.8833333333333333,0.9017851430821091,0.8571428571428571,0.6666666666666666,1.0,0.8333333333333333,35,20,15
57091,common_rows,jackknife_median,extra_trees,0.9666666666666666,0.955154420742656,0.9142857142857143,1.0,0.85,0.925,35,20,15
57091,common_rows,jackknife_median,random_forest,0.9666666666666667,0.9587545409526833,0.8571428571428571,1.0,0.75,0.875,35,20,15
57091,common_rows,calibration_median,logistic_regression,0.7733333333333333,0.7954191442658934,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,common_rows,calibration_median,extra_trees,0.8733333333333333,0.7793381618381618,0.4857142857142857,1.0,0.1,0.55,35,20,15
57091,common_rows,calibration_median,random_forest,0.7150000000000001,0.5382090132090133,0.5142857142857142,1.0,0.15,0.575,35,20,15
57091,common_rows,calibration_median_iqr,logistic_regression,0.9,0.9106096866096866,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,common_rows,calibration_median_iqr,extra_trees,0.9983333333333334,0.9958333333333333,0.8571428571428571,0.6666666666666666,1.0,0.8333333333333333,35,20,15
57091,common_rows,calibration_median_iqr,random_forest,0.96,0.9612440191387559,0.9428571428571428,0.8666666666666667,1.0,0.9333333333333333,35,20,15
57091,native_rows,none,logistic_regression,0.7644444444444445,0.5129894863798037,0.6222222222222222,1.0,0.43333333333333335,0.7166666666666667,45,30,15
57091,native_rows,none,extra_trees,0.031111111111111103,0.20759017973560984,0.6666666666666666,0.0,1.0,0.5,45,30,15
57091,native_rows,none,random_forest,0.09555555555555555,0.21503834180080866,0.6666666666666666,0.0,1.0,0.5,45,30,15
57091,native_rows,jackknife_median,logistic_regression,0.8444444444444444,0.6496177193119919,0.7555555555555555,0.5333333333333333,0.8666666666666667,0.7,45,30,15
57091,native_rows,jackknife_median,extra_trees,0.9466666666666667,0.9202472527472526,0.8666666666666667,0.6666666666666666,0.9666666666666667,0.8166666666666667,45,30,15
57091,native_rows,jackknife_median,random_forest,0.9700000000000001,0.9537566137566136,0.9111111111111111,0.8666666666666667,0.9333333333333333,0.9,45,30,15
57091,native_rows,calibration_median,logistic_regression,0.7733333333333333,0.7954191442658934,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,native_rows,calibration_median,extra_trees,0.8733333333333333,0.7793381618381618,0.4857142857142857,1.0,0.1,0.55,35,20,15
57091,native_rows,calibration_median,random_forest,0.7150000000000001,0.5382090132090133,0.5142857142857142,1.0,0.15,0.575,35,20,15
57091,native_rows,calibration_median_iqr,logistic_regression,0.9,0.9106096866096866,0.5714285714285714,0.0,1.0,0.5,35,20,15
57091,native_rows,calibration_median_iqr,extra_trees,0.9983333333333334,0.9958333333333333,0.8571428571428571,0.6666666666666666,1.0,0.8333333333333333,35,20,15
57091,native_rows,calibration_median_iqr,random_forest,0.96,0.9612440191387559,0.9428571428571428,0.8666666666666667,1.0,0.9333333333333333,35,20,15
59285,common_rows,none,logistic_regression,0.32941176470588235,0.5763988088301081,0.37037037037037035,0.0,1.0,0.5,54,20,34
59285,common_rows,none,extra_trees,0.1485294117647059,0.4839466055200058,0.6296296296296297,1.0,0.0,0.5,54,20,34
59285,common_rows,none,random_forest,0.5272058823529412,0.6644817891211419,0.6296296296296297,1.0,0.0,0.5,54,20,34
59285,common_rows,jackknife_median,logistic_regression,0.9764705882352941,0.9862859863818012,0.8148148148148148,0.7058823529411765,1.0,0.8529411764705883,54,20,34
59285,common_rows,jackknife_median,extra_trees,0.8294117647058823,0.8977952899184343,0.4444444444444444,0.11764705882352941,1.0,0.5588235294117647,54,20,34
59285,common_rows,jackknife_median,random_forest,0.9338235294117647,0.9631176749808199,0.5740740740740741,0.3235294117647059,1.0,0.6617647058823529,54,20,34
59285,common_rows,calibration_median,logistic_regression,0.9073529411764705,0.9521069979551642,0.6666666666666666,0.47058823529411764,1.0,0.7352941176470589,54,20,34
59285,common_rows,calibration_median,extra_trees,0.8669117647058824,0.9360557261364957,0.5925925925925926,0.35294117647058826,1.0,0.6764705882352942,54,20,34
59285,common_rows,calibration_median,random_forest,0.8889705882352942,0.9489713547709665,0.7222222222222222,0.5588235294117647,1.0,0.7794117647058824,54,20,34
59285,common_rows,calibration_median_iqr,logistic_regression,0.6058823529411764,0.7625739190910744,0.5740740740740741,0.5882352941176471,0.55,0.5691176470588235,54,20,34
59285,common_rows,calibration_median_iqr,extra_trees,0.9352941176470588,0.9600601014526173,0.7407407407407407,1.0,0.3,0.65,54,20,34
59285,common_rows,calibration_median_iqr,random_forest,0.8933823529411764,0.9430949640701451,0.7407407407407407,1.0,0.3,0.65,54,20,34
59285,native_rows,none,logistic_regression,0.24215686274509804,0.3997610180363875,0.46875,0.0,1.0,0.5,64,30,34
59285,native_rows,none,extra_trees,0.24803921568627452,0.41253963608242855,0.53125,1.0,0.0,0.5,64,30,34
59285,native_rows,none,random_forest,0.21568627450980393,0.3883669984409636,0.53125,1.0,0.0,0.5,64,30,34
59285,native_rows,jackknife_median,logistic_regression,0.753921568627451,0.8287734855973137,0.546875,0.14705882352941177,1.0,0.5735294117647058,64,30,34
59285,native_rows,jackknife_median,extra_trees,0.917156862745098,0.9310644404966741,0.484375,0.029411764705882353,1.0,0.5147058823529411,64,30,34
59285,native_rows,jackknife_median,random_forest,0.9088235294117647,0.9217526303191343,0.515625,0.08823529411764706,1.0,0.5441176470588235,64,30,34
59285,native_rows,calibration_median,logistic_regression,0.9073529411764705,0.9521069979551642,0.6666666666666666,0.47058823529411764,1.0,0.7352941176470589,54,20,34
59285,native_rows,calibration_median,extra_trees,0.8669117647058824,0.9360557261364957,0.5925925925925926,0.35294117647058826,1.0,0.6764705882352942,54,20,34
59285,native_rows,calibration_median,random_forest,0.8889705882352942,0.9489713547709665,0.7222222222222222,0.5588235294117647,1.0,0.7794117647058824,54,20,34
59285,native_rows,calibration_median_iqr,logistic_regression,0.6058823529411764,0.7625739190910744,0.5740740740740741,0.5882352941176471,0.55,0.5691176470588235,54,20,34
59285,native_rows,calibration_median_iqr,extra_trees,0.9352941176470588,0.9600601014526173,0.7407407407407407,1.0,0.3,0.65,54,20,34
59285,native_rows,calibration_median_iqr,random_forest,0.8933823529411764,0.9430949640701451,0.7407407407407407,1.0,0.3,0.65,54,20,34
70447,common_rows,none,logistic_regression,0.30523255813953487,0.605419799306683,0.1694915254237288,0.0,0.625,0.3125,59,16,43
70447,common_rows,none,extra_trees,0.4011627906976744,0.700193683149225,0.3050847457627119,0.18604651162790697,0.625,0.4055232558139535,59,16,43
70447,common_rows,none,random_forest,0.5755813953488371,0.8030791316201387,0.3728813559322034,0.13953488372093023,1.0,0.5697674418604651,59,16,43
70447,common_rows,jackknife_median,logistic_regression,0.21220930232558138,0.5786633038422797,0.3728813559322034,0.4418604651162791,0.1875,0.31468023255813954,59,16,43
70447,common_rows,jackknife_median,extra_trees,0.5617732558139534,0.7533876815455207,0.7627118644067796,0.9767441860465116,0.1875,0.5821220930232558,59,16,43
70447,common_rows,jackknife_median,random_forest,0.7616279069767442,0.9082867999921708,0.7966101694915254,1.0,0.25,0.625,59,16,43
70447,common_rows,calibration_median,logistic_regression,0.7354651162790697,0.8991786566337778,0.5932203389830508,0.5581395348837209,0.6875,0.6228197674418605,59,16,43
70447,common_rows,calibration_median,extra_trees,0.35101744186046513,0.647572795152766,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,common_rows,calibration_median,random_forest,0.4774709302325582,0.7417701023311206,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,common_rows,calibration_median_iqr,logistic_regression,0.8313953488372093,0.9331007643774829,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,common_rows,calibration_median_iqr,extra_trees,0.6482558139534884,0.8320989057807249,0.559322033898305,0.5813953488372093,0.5,0.5406976744186047,59,16,43
70447,common_rows,calibration_median_iqr,random_forest,0.744186046511628,0.895717684426952,0.7288135593220338,0.8837209302325582,0.3125,0.5981104651162791,59,16,43
70447,native_rows,none,logistic_regression,0.5268336314847943,0.5979089758081868,0.37681159420289856,0.0,1.0,0.5,69,26,43
70447,native_rows,none,extra_trees,0.6529516994633273,0.7880774357424061,0.391304347826087,0.023255813953488372,1.0,0.5116279069767442,69,26,43
70447,native_rows,none,random_forest,0.7522361359570663,0.8275609894658662,0.4057971014492754,0.046511627906976744,1.0,0.5232558139534884,69,26,43
70447,native_rows,jackknife_median,logistic_regression,0.5635062611806798,0.6005547029184595,0.4057971014492754,0.27906976744186046,0.6153846153846154,0.44722719141323797,69,26,43
70447,native_rows,jackknife_median,extra_trees,0.7267441860465116,0.8214173158899423,0.7101449275362319,0.8604651162790697,0.46153846153846156,0.6610017889087656,69,26,43
70447,native_rows,jackknife_median,random_forest,0.7169051878354203,0.8470468862083631,0.6086956521739131,0.7209302325581395,0.4230769230769231,0.5720035778175313,69,26,43
70447,native_rows,calibration_median,logistic_regression,0.7354651162790697,0.8991786566337778,0.5932203389830508,0.5581395348837209,0.6875,0.6228197674418605,59,16,43
70447,native_rows,calibration_median,extra_trees,0.35101744186046513,0.647572795152766,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,native_rows,calibration_median,random_forest,0.4774709302325582,0.7417701023311206,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,native_rows,calibration_median_iqr,logistic_regression,0.8313953488372093,0.9331007643774829,0.7457627118644068,1.0,0.0625,0.53125,59,16,43
70447,native_rows,calibration_median_iqr,extra_trees,0.6482558139534884,0.8320989057807249,0.559322033898305,0.5813953488372093,0.5,0.5406976744186047,59,16,43
70447,native_rows,calibration_median_iqr,random_forest,0.744186046511628,0.895717684426952,0.7288135593220338,0.8837209302325582,0.3125,0.5981104651162791,59,16,43
80436,common_rows,none,logistic_regression,0.0,0.37761171512066394,0.574468085106383,1.0,0.0,0.5,47,20,27
80436,common_rows,none,extra_trees,0.6731481481481482,0.6833604705919116,0.48936170212765956,0.25925925925925924,0.8,0.5296296296296297,47,20,27
80436,common_rows,none,random_forest,0.0009259259259259267,0.38449135871786944,0.10638297872340426,0.18518518518518517,0.0,0.09259259259259259,47,20,27
80436,common_rows,jackknife_median,logistic_regression,0.0,0.37761171512066394,0.3191489361702128,0.0,0.75,0.375,47,20,27
80436,common_rows,jackknife_median,extra_trees,1.0,1.0,0.9574468085106383,0.9259259259259259,1.0,0.962962962962963,47,20,27
80436,common_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,47,20,27
80436,common_rows,calibration_median,logistic_regression,0.0,0.37761171512066394,0.3617021276595745,0.0,0.85,0.425,47,20,27
80436,common_rows,calibration_median,extra_trees,0.9777777777777777,0.9839094286348435,0.8936170212765957,0.8148148148148148,1.0,0.9074074074074074,47,20,27
80436,common_rows,calibration_median,random_forest,0.9537037037037037,0.9592681096009912,0.8085106382978723,0.7407407407407407,0.9,0.8203703703703704,47,20,27
80436,common_rows,calibration_median_iqr,logistic_regression,0.0,0.37761171512066394,0.2553191489361702,0.0,0.6,0.3,47,20,27
80436,common_rows,calibration_median_iqr,extra_trees,0.9574074074074074,0.9399818094523528,0.9361702127659575,1.0,0.85,0.925,47,20,27
80436,common_rows,calibration_median_iqr,random_forest,0.5953703703703703,0.588105166392652,0.7872340425531915,1.0,0.5,0.75,47,20,27
80436,native_rows,none,logistic_regression,0.0,0.2955265738755974,0.47368421052631576,1.0,0.0,0.5,57,30,27
80436,native_rows,none,extra_trees,0.7919753086419752,0.7208446507895929,0.5087719298245614,0.0,0.9666666666666667,0.48333333333333334,57,30,27
80436,native_rows,none,random_forest,0.07345679012345677,0.3158031960867442,0.07017543859649122,0.0,0.13333333333333333,0.06666666666666667,57,30,27
80436,native_rows,jackknife_median,logistic_regression,0.0,0.2955265738755974,0.42105263157894735,0.0,0.8,0.4,57,30,27
80436,native_rows,jackknife_median,extra_trees,0.9641975308641975,0.8894427223391917,0.7192982456140351,0.4444444444444444,0.9666666666666667,0.7055555555555555,57,30,27
80436,native_rows,jackknife_median,random_forest,0.9703703703703704,0.9320222470265593,0.8245614035087719,0.6666666666666666,0.9666666666666667,0.8166666666666667,57,30,27
80436,native_rows,calibration_median,logistic_regression,0.0,0.37761171512066394,0.3617021276595745,0.0,0.85,0.425,47,20,27
80436,native_rows,calibration_median,extra_trees,0.9777777777777777,0.9839094286348435,0.8936170212765957,0.8148148148148148,1.0,0.9074074074074074,47,20,27
80436,native_rows,calibration_median,random_forest,0.9537037037037037,0.9592681096009912,0.8085106382978723,0.7407407407407407,0.9,0.8203703703703704,47,20,27
80436,native_rows,calibration_median_iqr,logistic_regression,0.0,0.37761171512066394,0.2553191489361702,0.0,0.6,0.3,47,20,27
80436,native_rows,calibration_median_iqr,extra_trees,0.9574074074074074,0.9399818094523528,0.9361702127659575,1.0,0.85,0.925,47,20,27
80436,native_rows,calibration_median_iqr,random_forest,0.5953703703703703,0.588105166392652,0.7872340425531915,1.0,0.5,0.75,47,20,27
88503,common_rows,none,logistic_regression,0.0,0.3990228792095046,0.6,1.0,0.0,0.5,50,20,30
88503,common_rows,none,extra_trees,0.0,0.40556351175911654,0.6,1.0,0.0,0.5,50,20,30
88503,common_rows,none,random_forest,0.015833333333333335,0.41371459892826423,0.6,1.0,0.0,0.5,50,20,30
88503,common_rows,jackknife_median,logistic_regression,0.021666666666666667,0.4012835814702068,0.4,0.0,1.0,0.5,50,20,30
88503,common_rows,jackknife_median,extra_trees,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,50,20,30
88503,common_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,50,20,30
88503,common_rows,calibration_median,logistic_regression,0.0,0.3990228792095046,0.14,0.0,0.35,0.175,50,20,30
88503,common_rows,calibration_median,extra_trees,1.0,0.9999999999999999,0.88,0.8,1.0,0.9,50,20,30
88503,common_rows,calibration_median,random_forest,1.0,1.0,0.94,0.9,1.0,0.95,50,20,30
88503,common_rows,calibration_median_iqr,logistic_regression,0.0,0.3990228792095046,0.18,0.0,0.45,0.225,50,20,30
88503,common_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.84,1.0,0.6,0.8,50,20,30
