patient_count,jackknife_auc_median,jackknife_auc_iqr,jackknife_auc_minimum,jackknife_auc_maximum,calibration_iqr_auc_median,calibration_iqr_auc_iqr,calibration_iqr_auc_minimum,calibration_iqr_auc_maximum,high_performer_count,intermediate_performer_count,low_performer_count,paired_auc_difference_median,paired_auc_wilcoxon_p_value,jackknife_calibration_auc_spearman_rho,jackknife_calibration_auc_spearman_p_value,patients_calibration_auc_exceeds_jackknife,patients_review_fraction_above_cohort_median,clinical_variable_count,clinical_variables_with_nonmissing_values
20,0.9492683756805809,0.23764376513317198,0.2978260869565218,1.0,0.9401470588235294,0.2922377264757452,0.4434782608695652,1.0,12,4,4,0.0,0.6909447568979337,0.8361509415814711,4.387631780234677e-06,8,10,0,0
