feature_input_rows,qc_input_rows,joined_rows,usable_rows,review_rows,unusable_rows,excluded_rows,clean_modelling_rows,class_0_rows_before_qc_exclusion,class_1_rows_before_qc_exclusion,class_0_rows_after_qc_exclusion,class_1_rows_after_qc_exclusion,retained_review_rows,feature_column_count,feature_columns,rows_with_any_feature_nan,total_feature_nan_count,infinite_feature_value_count,exclusion_rule
1291,1291,1291,887,396,8,8,1283,593,698,585,698,396,48,minimum|maximum|sum_value|mean|median|standard_deviation|variance|kurtosis|skewness|mean_absolute_value|root_mean_square|peak_to_peak|integrated_absolute_value|waveform_length|zero_crossing_count|slope_sign_change_count|approximate_entropy|permutation_entropy|fuzzy_entropy|distribution_entropy|svd_entropy|lempel_ziv_complexity|hjorth_mobility|hjorth_complexity|fisher_information|petrosian_fractal_dimension|katz_fractal_dimension|higuchi_fractal_dimension|detrended_fluctuation_analysis|peak_frequency|mean_frequency|median_frequency|spectral_edge_frequency_95|spectral_entropy|n_r_points|TotalSampEn|AvgSampEn|MaxSampEn|MinSampEn|MedianSampEn|StdSampEn|VarSampEn|KurtosisSampEn|SkewnessSampEn|r_at_MaxSampEn|r_at_MinSampEn|AUC_SampEn|ProfileRange,0,0,0,quality_status == 'unusable'
